page_va,executable,before_sha256,after_sha256,before_nonzero,after_nonzero,change_reason,before_permissions,permissions
0x10600000,True,a7e90cd3ec36e8fdacce1d3c452866641e40fb9773d1930601d5d6325128d651,a0d5ae84c829c32df3900c44b933c6251b9d3cd6e9918421a1a24eb2555472fe,True,True,executable_page_changed,7,7
0x10601000,True,ad7facb2586fc6e966c004d7d1d16b024f5805ff7cb47c7a85dabd8b48892ca7,0282b44c35f269a2bf82ca6f1522b30c36a70bbdfa20dcc0f181b0f37a606854,False,True,executable_page_changed,7,7
0x10602000,True,ad7facb2586fc6e966c004d7d1d16b024f5805ff7cb47c7a85dabd8b48892ca7,7adfc955210cfb7b791326680522c7b50a557d45e722f50babac2b69ea85b023,False,True,executable_page_changed,7,7
0x10603000,True,ad7facb2586fc6e966c004d7d1d16b024f5805ff7cb47c7a85dabd8b48892ca7,b3d9ccf9326d0cbf0b639db54f0f3e6b6f423c632db13cb54355216d88cdd79f,False,True,executable_page_changed,7,7
0x10604000,True,ad7facb2586fc6e966c004d7d1d16b024f5805ff7cb47c7a85dabd8b48892ca7,df634953ac7ec216e00695b204819158f415f8316a84c9390e3933a316316a6c,False,True,executable_page_changed,7,7
0x10605000,True,ad7facb2586fc6e966c004d7d1d16b024f5805ff7cb47c7a85dabd8b48892ca7,be2946dfb058cda75a03d2af91ad4c9d5ba50619ade9efc0de4b324cec7647fa,False,True,executable_page_changed,7,7
0x10606000,True,ad7facb2586fc6e966c004d7d1d16b024f5805ff7cb47c7a85dabd8b48892ca7,364ed6b68ffc91e1c455120b87e6d91f094ee377a522c19c9d31c12f33aefddb,False,True,executable_page_changed,7,7
0x10607000,True,ad7facb2586fc6e966c004d7d1d16b024f5805ff7cb47c7a85dabd8b48892ca7,020dd26d63f15cf4fb13d5f2f02da9dd48849a46fddc2d13664b143f9ebf0ba3,False,True,executable_page_changed,7,7
0x10608000,True,ad7facb2586fc6e966c004d7d1d16b024f5805ff7cb47c7a85dabd8b48892ca7,e3a14626a66eb6adcf2920814e823d5426f2968d770aa648db9118b15652f16b,False,True,executable_page_changed,7,7
0x10609000,True,ad7facb2586fc6e966c004d7d1d16b024f5805ff7cb47c7a85dabd8b48892ca7,5047b83f22a1934a42b230b4f921af2d7caf2a5ce4c9d12b85e68ce87460fa56,False,True,executable_page_changed,7,7
0x1060a000,True,ad7facb2586fc6e966c004d7d1d16b024f5805ff7cb47c7a85dabd8b48892ca7,6d3c3011831fc477bbd800576900d53e90c3adc54d159861463e20584982e768,False,True,executable_page_changed,7,7
0x1060b000,True,ad7facb2586fc6e966c004d7d1d16b024f5805ff7cb47c7a85dabd8b48892ca7,9154117c440803ed93ef6e81d9f5b623880aa39fd37fc39b3d63725c16732547,False,True,executable_page_changed,7,7
0x1060c000,True,ad7facb2586fc6e966c004d7d1d16b024f5805ff7cb47c7a85dabd8b48892ca7,7ef2cffbb7c9da3ce386b5f551dd2149d05fe5a309d87047b98fad8e7fac4a78,False,True,executable_page_changed,7,7
0x1060d000,True,ad7facb2586fc6e966c004d7d1d16b024f5805ff7cb47c7a85dabd8b48892ca7,db8f8102df87fac27510f9a330dfc00302d34e864de8b1d3c4ade0769e8d7ae2,False,True,executable_page_changed,7,7
