page_va,executable,before_sha256,after_sha256,before_nonzero,after_nonzero,change_reason,before_permissions,permissions
0x1084b000,True,7ea5f28aebf54b9b1c6c6325f3adc0d1742dd3a94f74b41a64a34a5f6e135c5e,63cd6d8d8db025dd4342a6cf85810497fc26aae5d0c2150821582e4cd75b3a84,True,True,executable_page_changed,7,7
0x1084c000,True,ad7facb2586fc6e966c004d7d1d16b024f5805ff7cb47c7a85dabd8b48892ca7,8d8efe4855e092cb7016b15140e7a75e4c0a42a35ebbe310a4b454180fe486ae,False,True,executable_page_changed,7,7
0x1084d000,True,ad7facb2586fc6e966c004d7d1d16b024f5805ff7cb47c7a85dabd8b48892ca7,999020e72155fd9b61a8c33e08f609919969aaf161e082f3d87808fbe58a73a0,False,True,executable_page_changed,7,7
0x1084e000,True,ad7facb2586fc6e966c004d7d1d16b024f5805ff7cb47c7a85dabd8b48892ca7,05bbf11856a9314c13a168246020bf2e8bed210e5ad065644d1fec634fe9c904,False,True,executable_page_changed,7,7
0x1084f000,True,ad7facb2586fc6e966c004d7d1d16b024f5805ff7cb47c7a85dabd8b48892ca7,6cd446062a721e4b399215d5abefb2261cf439888c1c4c1112151aade72fce12,False,True,executable_page_changed,7,7
0x10850000,True,ad7facb2586fc6e966c004d7d1d16b024f5805ff7cb47c7a85dabd8b48892ca7,7c0dcda2666eb5780b41facb25d6c1d6d1032b41b10ff1b96050ed1da85b6c3f,False,True,executable_page_changed,7,7
0x10851000,True,ad7facb2586fc6e966c004d7d1d16b024f5805ff7cb47c7a85dabd8b48892ca7,478f02c7d5d9cf432d6ce51a7e64778fdbcc8a55e99da1043a800d94a0a8ae56,False,True,executable_page_changed,7,7
0x10852000,True,ad7facb2586fc6e966c004d7d1d16b024f5805ff7cb47c7a85dabd8b48892ca7,889120ab37e052160a8b3fe084e75df576b0d96d3936cbe4789672097f813fac,False,True,executable_page_changed,7,7
0x10853000,True,ad7facb2586fc6e966c004d7d1d16b024f5805ff7cb47c7a85dabd8b48892ca7,673ecab6c6614f04c3d3efaffd919121f4fa1da5ad3f57fa1dbfc92e269c0b71,False,True,executable_page_changed,7,7
0x10854000,True,ad7facb2586fc6e966c004d7d1d16b024f5805ff7cb47c7a85dabd8b48892ca7,5e0b1d71bd36f73e16e376acba72c0f16afe4851f28f520f345982b3840317d7,False,True,executable_page_changed,7,7
0x10855000,True,ad7facb2586fc6e966c004d7d1d16b024f5805ff7cb47c7a85dabd8b48892ca7,ea538ad19a2a644868411756fbcea8f1198f43b36c5db4cca22e4cf257a7c826,False,True,executable_page_changed,7,7
0x10856000,True,ad7facb2586fc6e966c004d7d1d16b024f5805ff7cb47c7a85dabd8b48892ca7,8ffa55f733042f8c7611d726ebefe121b6dba92fe0e52adb8241daf333dfc878,False,True,executable_page_changed,7,7
0x10857000,True,ad7facb2586fc6e966c004d7d1d16b024f5805ff7cb47c7a85dabd8b48892ca7,84ac5b90acaa48d568c77f734f96f258f67de87c914bd3526ece992484853016,False,True,executable_page_changed,7,7
0x10858000,True,ad7facb2586fc6e966c004d7d1d16b024f5805ff7cb47c7a85dabd8b48892ca7,cddac17ff85b2d660098c8e9e961b73708404108951a566aa772b68b771e915b,False,True,executable_page_changed,7,7
0x10859000,True,ad7facb2586fc6e966c004d7d1d16b024f5805ff7cb47c7a85dabd8b48892ca7,106a0a18077c5460885c2423ea82ac92250936aae5200407e196087e5fb895b5,False,True,executable_page_changed,7,7
0x1085a000,True,ad7facb2586fc6e966c004d7d1d16b024f5805ff7cb47c7a85dabd8b48892ca7,7148e533aefbfe76825209650ad9f00c7bdfe8d004499b8e2ef9472359ff0a22,False,True,executable_page_changed,7,7
0x1085b000,True,ad7facb2586fc6e966c004d7d1d16b024f5805ff7cb47c7a85dabd8b48892ca7,b5a0824933480338e0c7bf032a4e2c9c43dfee42cac8014a292c694be1650aa3,False,True,executable_page_changed,7,7
0x1085c000,True,ad7facb2586fc6e966c004d7d1d16b024f5805ff7cb47c7a85dabd8b48892ca7,4d4a71d61a606da0ae61362d588da1546e6d2452d85d49b719decd9aecd46145,False,True,executable_page_changed,7,7
0x1085d000,True,ad7facb2586fc6e966c004d7d1d16b024f5805ff7cb47c7a85dabd8b48892ca7,87702dfe06376ad08f9e7fdbfdb125252d6f4f05bef16ee698bbb86e13ac5165,False,True,executable_page_changed,7,7
0x1085e000,True,ad7facb2586fc6e966c004d7d1d16b024f5805ff7cb47c7a85dabd8b48892ca7,056c0347717c44292ae3d94d7ec54f4eccb040037edfa2da3d09c9d3fd3aee71,False,True,executable_page_changed,7,7
0x1085f000,True,ad7facb2586fc6e966c004d7d1d16b024f5805ff7cb47c7a85dabd8b48892ca7,28ea8c251269e67d1aa18132492ab28a770956e85545515e26e567de0f5ca4c3,False,True,executable_page_changed,7,7
0x10860000,True,ad7facb2586fc6e966c004d7d1d16b024f5805ff7cb47c7a85dabd8b48892ca7,c060218a7bb6a5509cf23ebec9d9e4aeb03fc4f1cd2a0ea85ee3dba3f6df3a0b,False,True,executable_page_changed,7,7
0x10861000,True,ad7facb2586fc6e966c004d7d1d16b024f5805ff7cb47c7a85dabd8b48892ca7,562d2593e85fa7a6f9479f7d4c76c3fc7a2a7112b679ce9a08112c794b25f186,False,True,executable_page_changed,7,7
0x10862000,True,ad7facb2586fc6e966c004d7d1d16b024f5805ff7cb47c7a85dabd8b48892ca7,38153e2e9dba1cc5ec2b7828c6a73c56f3a227e159691aadfdf84d54e2fb6f09,False,True,executable_page_changed,7,7
