page_va,executable,before_sha256,after_sha256,before_nonzero,after_nonzero,change_reason,before_permissions,permissions
0x10ac1000,False,bae4f7d68ce10ebecd22cbcef9e2e1a8f058f56c5716aaa6501192128a7667b6,b9d71a3d8f8d83dfa0831764c5d95b19b5e7269ea742a5879fc72c1b9beb4ed2,True,True,,7,7
0x10ac2000,False,ad7facb2586fc6e966c004d7d1d16b024f5805ff7cb47c7a85dabd8b48892ca7,aa82917f87b7bb03327481cd020ff0f45645cbb18ed5d1e841f7ea134706c379,False,True,,7,7
0x10ac3000,False,ad7facb2586fc6e966c004d7d1d16b024f5805ff7cb47c7a85dabd8b48892ca7,708035a62f84b5ef5bfcfc6a8f01b534d77cac675f8f8495de6086ebf79b7d98,False,True,,7,7
0x10ac4000,False,ad7facb2586fc6e966c004d7d1d16b024f5805ff7cb47c7a85dabd8b48892ca7,099372268bef7f12616f94b46e6845c5ceeef719486545d7fe1cab4ad0d80c31,False,True,,7,7
0x10ac5000,False,ad7facb2586fc6e966c004d7d1d16b024f5805ff7cb47c7a85dabd8b48892ca7,2cb1f285c169e0bc206fe3677134ab0ca409a143a71fac271a95538a62f50872,False,True,,7,7
0x10ac6000,False,ad7facb2586fc6e966c004d7d1d16b024f5805ff7cb47c7a85dabd8b48892ca7,6fd61b6d8698c651fbc1e0f960dd8c22e1578ad541d4b792671030cf14350ecf,False,True,,7,7
0x10ac7000,False,ad7facb2586fc6e966c004d7d1d16b024f5805ff7cb47c7a85dabd8b48892ca7,63ac502ab6ade4cdf9ddc134a89048ef695bcd68cda7f4908170917b1a4818d4,False,True,,7,7
0x10ac8000,False,ad7facb2586fc6e966c004d7d1d16b024f5805ff7cb47c7a85dabd8b48892ca7,e7b933799068e5d2508aea8c5c547c3793afc0686c7e03b135afc27d3bddd861,False,True,,7,7
0x10ac9000,False,ad7facb2586fc6e966c004d7d1d16b024f5805ff7cb47c7a85dabd8b48892ca7,9bad748a43be063a94ae8df584c5176353a3d7cc5b24c0a0d030f9c14b6c84e0,False,True,,7,7
0x10aca000,False,ad7facb2586fc6e966c004d7d1d16b024f5805ff7cb47c7a85dabd8b48892ca7,51fa3324699118370cc2cd1a57d28e6ba0254d4b867dbbdee309f159c4b1e372,False,True,,7,7
0x10acb000,False,ad7facb2586fc6e966c004d7d1d16b024f5805ff7cb47c7a85dabd8b48892ca7,2cad724283ecf7beb8ee0b68f773b3830257d5b219b76723d89c2f56a03b9b80,False,True,,7,7
0x10acc000,False,ad7facb2586fc6e966c004d7d1d16b024f5805ff7cb47c7a85dabd8b48892ca7,600fcb19e4b790a9b71e61e51d36fca383396e329f4daad9581101868ba2ea5a,False,True,,7,7
0x10acd000,False,ad7facb2586fc6e966c004d7d1d16b024f5805ff7cb47c7a85dabd8b48892ca7,e816130707b2c0e3ebd5909302f32abd9ed668cd425c50d717fbba3d1348c292,False,True,,7,7
0x10ace000,False,ad7facb2586fc6e966c004d7d1d16b024f5805ff7cb47c7a85dabd8b48892ca7,dabda36f4c5d1ef222d77506d17e42489b201c113410ddf1247d16a5a699ce02,False,True,,7,7
0x10acf000,False,ad7facb2586fc6e966c004d7d1d16b024f5805ff7cb47c7a85dabd8b48892ca7,5c37e5f7961824e19ca033b24e5c016c97f7438dbf650ddf27e7b662b980875d,False,True,,7,7
0x10ad0000,False,ad7facb2586fc6e966c004d7d1d16b024f5805ff7cb47c7a85dabd8b48892ca7,3318db62540f91a7220887d5f569ff33e9d544cf053452bea52015712b71e540,False,True,,7,7
0x10ad1000,False,ad7facb2586fc6e966c004d7d1d16b024f5805ff7cb47c7a85dabd8b48892ca7,1c6d62c38b3616a96c96cf11d47ea78fd4cb212769a678629b280b8c55f63839,False,True,,7,7
0x10ad2000,False,ad7facb2586fc6e966c004d7d1d16b024f5805ff7cb47c7a85dabd8b48892ca7,dc287fd1ab0d88c248f1ca9ba30cd63ed406b44c80e0b701b771beb6ab3cbca8,False,True,,7,7
0x10ad3000,False,ad7facb2586fc6e966c004d7d1d16b024f5805ff7cb47c7a85dabd8b48892ca7,5dcf4b8609b4ac8af1deac91299c9f24f5aad217d9af333753ee89164b95fd6a,False,True,,7,7
0x10ad4000,False,ad7facb2586fc6e966c004d7d1d16b024f5805ff7cb47c7a85dabd8b48892ca7,fcfc623577df6878259e9c85475876f20188495ba08fc1e11796e7302b038680,False,True,,7,7
0x10ad5000,False,ad7facb2586fc6e966c004d7d1d16b024f5805ff7cb47c7a85dabd8b48892ca7,2c27c84c47285fee4987a977e0036f5d1dfb3d118ad5c0af14773169edfb2a7b,False,True,,7,7
0x10ad6000,False,ad7facb2586fc6e966c004d7d1d16b024f5805ff7cb47c7a85dabd8b48892ca7,9c6dacdc0d6e9d3f8cc989cff2b781435ecefc71a477c4ebeb2742c8a4cd7d44,False,True,,7,7
0x10ad7000,False,ad7facb2586fc6e966c004d7d1d16b024f5805ff7cb47c7a85dabd8b48892ca7,822bfa06989c1e95b6d320629f353c92569601ec02029814e896f27241c9aa2d,False,True,,7,7
0x10ad8000,False,ad7facb2586fc6e966c004d7d1d16b024f5805ff7cb47c7a85dabd8b48892ca7,642b1c697fa04bdda87d24d93ceca549e9fb051fc059ea46d1d3da4a8b00ea22,False,True,,7,7
0x10ad9000,False,ad7facb2586fc6e966c004d7d1d16b024f5805ff7cb47c7a85dabd8b48892ca7,fe1609920195e4d8bf56a55d5f2ca82766efcb956701f7ca91b57b5873accc41,False,True,,7,7
0x10ada000,False,ad7facb2586fc6e966c004d7d1d16b024f5805ff7cb47c7a85dabd8b48892ca7,7b5f9f0ba255ce676fd36f92b18736f9fd5b31554fe3e310fa2cf3f328ac901a,False,True,,7,7
0x10adb000,False,ad7facb2586fc6e966c004d7d1d16b024f5805ff7cb47c7a85dabd8b48892ca7,c1a7b0c7b3315ca8529490af352e1b66b0d9bcac872ec16fdaf509444aa6c125,False,True,,7,7
0x10adc000,False,ad7facb2586fc6e966c004d7d1d16b024f5805ff7cb47c7a85dabd8b48892ca7,366a3b89b5b9160dbc06237e3eb5eece71839bedd0d2868c5a072db11d57d8e6,False,True,,7,7
