page_va,executable,before_sha256,after_sha256,before_nonzero,after_nonzero,change_reason,before_permissions,permissions
0x10001000,True,ad7facb2586fc6e966c004d7d1d16b024f5805ff7cb47c7a85dabd8b48892ca7,eeece16ed649aeb98143217754bab76f0565167525a56d41bb9fb74a506b85d4,False,True,executable_page_changed,7,7
0x10002000,True,ad7facb2586fc6e966c004d7d1d16b024f5805ff7cb47c7a85dabd8b48892ca7,7510e149919a277e744d04651b28d12a6897cfed623423d3f675f99379eba2f9,False,True,executable_page_changed,7,7
0x10003000,True,ad7facb2586fc6e966c004d7d1d16b024f5805ff7cb47c7a85dabd8b48892ca7,fbf222b7975502d53ccbf9881d28750307b085dd01a8f4bf337d0ecba8085393,False,True,executable_page_changed,7,7
0x10004000,True,ad7facb2586fc6e966c004d7d1d16b024f5805ff7cb47c7a85dabd8b48892ca7,3be7bef75d4df769c6934d6a9869dd1b96917575dc6ab518ccc56d8bc16a3603,False,True,executable_page_changed,7,7
0x10005000,True,ad7facb2586fc6e966c004d7d1d16b024f5805ff7cb47c7a85dabd8b48892ca7,4c007f79b521275c376214db06ecc820221b334001cf8b2835a86cecfbbb393e,False,True,executable_page_changed,7,7
0x10006000,True,ad7facb2586fc6e966c004d7d1d16b024f5805ff7cb47c7a85dabd8b48892ca7,eaa74d69a5938b3235a7208c7a690ad4477146959c160ff02be6dd50df5d7bb8,False,True,executable_page_changed,7,7
0x10007000,True,ad7facb2586fc6e966c004d7d1d16b024f5805ff7cb47c7a85dabd8b48892ca7,64558e281c68d4d3669de7c6c6ce376cfcb4708a6383e61c931e6607ac40125e,False,True,executable_page_changed,7,7
0x10008000,True,ad7facb2586fc6e966c004d7d1d16b024f5805ff7cb47c7a85dabd8b48892ca7,8014fbcdb1c3a50e29506766bf6e127b7a3786e9a6ef474a2bd41a03537d2263,False,True,executable_page_changed,7,7
0x10009000,True,ad7facb2586fc6e966c004d7d1d16b024f5805ff7cb47c7a85dabd8b48892ca7,05563b3fbd00a75ee2847d097305d7f8da6f3d0189b114d027f903a510e07d23,False,True,executable_page_changed,7,7
0x1000a000,True,ad7facb2586fc6e966c004d7d1d16b024f5805ff7cb47c7a85dabd8b48892ca7,e75093e894646009119709f660a5760a2d94a0a385995e7a2e29bb76b0d9097b,False,True,executable_page_changed,7,7
0x1000b000,True,ad7facb2586fc6e966c004d7d1d16b024f5805ff7cb47c7a85dabd8b48892ca7,0454ec79da939532a716428b7dfe611b4e79e8eabeb9feda519b8ce8947a9d07,False,True,executable_page_changed,7,7
0x1000c000,True,ad7facb2586fc6e966c004d7d1d16b024f5805ff7cb47c7a85dabd8b48892ca7,bf6b7645aedde882a8c4a4878177ee2e112aea19d57a019265235083878d9c76,False,True,executable_page_changed,7,7
0x1000d000,True,ad7facb2586fc6e966c004d7d1d16b024f5805ff7cb47c7a85dabd8b48892ca7,48311e5daf94f539243aa2912fb73e39bc97f53c4fc1573542acd0d98776ebae,False,True,executable_page_changed,7,7
0x1000e000,True,ad7facb2586fc6e966c004d7d1d16b024f5805ff7cb47c7a85dabd8b48892ca7,53a2cd9b51399e22f04d16acad0fa359029eb3100093071ee25a79b634731329,False,True,executable_page_changed,7,7
0x1000f000,True,ad7facb2586fc6e966c004d7d1d16b024f5805ff7cb47c7a85dabd8b48892ca7,ed4c62bdd87408313c0a8ae3a05b39ae384db5debe4f0048147533496de7a057,False,True,executable_page_changed,7,7
0x10010000,True,ad7facb2586fc6e966c004d7d1d16b024f5805ff7cb47c7a85dabd8b48892ca7,af1d61b2a6bd9b761297f6b632be7266aec974d20c90322999b37853cfc38a53,False,True,executable_page_changed,7,7
0x10011000,True,ad7facb2586fc6e966c004d7d1d16b024f5805ff7cb47c7a85dabd8b48892ca7,d9c4257fdd0b2741941da0a0b4d845eb835578bb35c72e687c23ca5e4973d1b9,False,True,executable_page_changed,7,7
0x10012000,True,ad7facb2586fc6e966c004d7d1d16b024f5805ff7cb47c7a85dabd8b48892ca7,b2792ed53eac820aa50550670765bdb11e9bc50b0a9fd5212534e2f45a4e0eae,False,True,executable_page_changed,7,7
0x10013000,True,ad7facb2586fc6e966c004d7d1d16b024f5805ff7cb47c7a85dabd8b48892ca7,a03960200d09aa30e29c2ebc04af357efd8485759bf6ea610488f8b1b325fcdf,False,True,executable_page_changed,7,7
0x10014000,True,ad7facb2586fc6e966c004d7d1d16b024f5805ff7cb47c7a85dabd8b48892ca7,eafd2dc8abf5666a93e278ef477f8ab20ce0aa6e860d719aacd8cbc0673daa52,False,True,executable_page_changed,7,7
0x10015000,True,ad7facb2586fc6e966c004d7d1d16b024f5805ff7cb47c7a85dabd8b48892ca7,e4768f3215fae6c3ed5ffc678474d3aed7f53fa7828ace8c1f3cecab443810b9,False,True,executable_page_changed,7,7
0x10016000,True,ad7facb2586fc6e966c004d7d1d16b024f5805ff7cb47c7a85dabd8b48892ca7,67d2ab6a1fca1ef493ec50372ecd468707efca93938e77a048d27d61bef808ff,False,True,executable_page_changed,7,7
0x10017000,True,ad7facb2586fc6e966c004d7d1d16b024f5805ff7cb47c7a85dabd8b48892ca7,4fdf3752ae8c170390904615de238a862a0ce2d7c5bbf33b8faf59917ecad2bd,False,True,executable_page_changed,7,7
0x10018000,True,ad7facb2586fc6e966c004d7d1d16b024f5805ff7cb47c7a85dabd8b48892ca7,752bede34091232785c35eb5fc795f9634317f0a63f7106e622695aa57d8d1fd,False,True,executable_page_changed,7,7
0x10019000,True,ad7facb2586fc6e966c004d7d1d16b024f5805ff7cb47c7a85dabd8b48892ca7,7450bfcc934b5585ba91c706f6b8c42ce511a133b303437b033af2973f4a6dfb,False,True,executable_page_changed,7,7
0x1001a000,True,ad7facb2586fc6e966c004d7d1d16b024f5805ff7cb47c7a85dabd8b48892ca7,dc2ca8caae03a16d869ca3a4f2de6bf1302580373d09498e0a342c10796027bb,False,True,executable_page_changed,7,7
0x1001b000,True,ad7facb2586fc6e966c004d7d1d16b024f5805ff7cb47c7a85dabd8b48892ca7,8e16347c29cb5655335258ec943ba14fdd6c64f4f1f421e43f1f5c09cce2a177,False,True,executable_page_changed,7,7
0x1001c000,True,ad7facb2586fc6e966c004d7d1d16b024f5805ff7cb47c7a85dabd8b48892ca7,4e1606e89485e3042dc0bce51f3d4a47492513306f6e5d0569ccecef177343ba,False,True,executable_page_changed,7,7
0x1001d000,True,ad7facb2586fc6e966c004d7d1d16b024f5805ff7cb47c7a85dabd8b48892ca7,87a47ec94ea8004755497187a7d58d3956e7cee64833a7e73b560d2a479dc333,False,True,executable_page_changed,7,7
0x1001e000,True,ad7facb2586fc6e966c004d7d1d16b024f5805ff7cb47c7a85dabd8b48892ca7,df2985bdf6cc1bb40d9b7939a9777bc55a628e8a15a367c8a57f3dbf18e05275,False,True,executable_page_changed,7,7
0x1001f000,True,ad7facb2586fc6e966c004d7d1d16b024f5805ff7cb47c7a85dabd8b48892ca7,2932defae1f0c1fbad92853fc02e3dc2f759062ab00bc22f30388472a35eb4c9,False,True,executable_page_changed,7,7
0x10020000,True,ad7facb2586fc6e966c004d7d1d16b024f5805ff7cb47c7a85dabd8b48892ca7,2b5854cff8cbe0d129a5edae90c699e8ce801fa0786338c6ed72451d7bb83852,False,True,executable_page_changed,7,7
0x10021000,True,ad7facb2586fc6e966c004d7d1d16b024f5805ff7cb47c7a85dabd8b48892ca7,8e2b89f109fe33ad7caf7a7456767f425841d8158bc2137029a725615f439f20,False,True,executable_page_changed,7,7
0x10022000,True,ad7facb2586fc6e966c004d7d1d16b024f5805ff7cb47c7a85dabd8b48892ca7,ad952601bf1962529707359409b889e04f6ac6725ec24476d01f8567c2d581fe,False,True,executable_page_changed,7,7
0x10023000,True,ad7facb2586fc6e966c004d7d1d16b024f5805ff7cb47c7a85dabd8b48892ca7,666eeefe9f8cac0e87d429a7239d7dc362151786e75b3745690f00203d6ecd77,False,True,executable_page_changed,7,7
0x10024000,True,ad7facb2586fc6e966c004d7d1d16b024f5805ff7cb47c7a85dabd8b48892ca7,6ff4008126b5011ef4a2cb18fdd5f727a9475fee30559dd922a3890a0c707096,False,True,executable_page_changed,7,7
0x10025000,True,ad7facb2586fc6e966c004d7d1d16b024f5805ff7cb47c7a85dabd8b48892ca7,1df6f69cf17e406658c51014144a616deb67eb913bf68f6045770b93a72772b7,False,True,executable_page_changed,7,7
