page_va,executable,before_sha256,after_sha256,before_nonzero,after_nonzero,change_reason,before_permissions,permissions
0x1072c000,True,866d8075aead0015a4c11aa2e56679f40ca1e394bf21cf733afc6521eb4b1e9a,ae89ff7c2e04593bfde6b16976f66bd3c3a0431692f508378f6ebcc08a6df314,True,True,executable_page_changed,7,7
0x1072d000,True,ad7facb2586fc6e966c004d7d1d16b024f5805ff7cb47c7a85dabd8b48892ca7,75f0838470fe648d4fce7fe23c875968c9b8e70022fa86a37a1e21bfb0d78374,False,True,executable_page_changed,7,7
0x1072e000,True,ad7facb2586fc6e966c004d7d1d16b024f5805ff7cb47c7a85dabd8b48892ca7,f51a044ee463f0f883f713086765e1c623427869b81580486367d51cf0a69277,False,True,executable_page_changed,7,7
0x1072f000,True,ad7facb2586fc6e966c004d7d1d16b024f5805ff7cb47c7a85dabd8b48892ca7,4814ad48b591909ea749e3289c2f9e00b0b4050c7d7dac7d82e6a70fc2fafd48,False,True,executable_page_changed,7,7
0x10730000,True,ad7facb2586fc6e966c004d7d1d16b024f5805ff7cb47c7a85dabd8b48892ca7,4f22a585bec967d8bf1ebb5a27102ea8efe3b10d44c85f10365cd1d0550ccf76,False,True,executable_page_changed,7,7
0x10731000,True,ad7facb2586fc6e966c004d7d1d16b024f5805ff7cb47c7a85dabd8b48892ca7,d82d1969c9de260a3326e80a372d196fb10c40b3e628543bd7669f571f77ffbe,False,True,executable_page_changed,7,7
0x10732000,True,ad7facb2586fc6e966c004d7d1d16b024f5805ff7cb47c7a85dabd8b48892ca7,a927fec1ae839ed9ad9eabd81cd0cfa3f2a47bebbc3201bebeb5141981cdde69,False,True,executable_page_changed,7,7
0x10733000,True,ad7facb2586fc6e966c004d7d1d16b024f5805ff7cb47c7a85dabd8b48892ca7,58f5b8376024a7c5eff41012bfd0cdc7e52ddf9e93533ab52c0e8fba0bbf2370,False,True,executable_page_changed,7,7
0x10734000,True,ad7facb2586fc6e966c004d7d1d16b024f5805ff7cb47c7a85dabd8b48892ca7,9fa4103dfb0b07421f8067947960e8b2f2aee81bac8a9e607f439ecb615775c8,False,True,executable_page_changed,7,7
0x10735000,True,ad7facb2586fc6e966c004d7d1d16b024f5805ff7cb47c7a85dabd8b48892ca7,a746633a1f01d6fa1b740df2719fba6751ae3735b4d669b7287b3a0bd08de6b2,False,True,executable_page_changed,7,7
0x10736000,True,ad7facb2586fc6e966c004d7d1d16b024f5805ff7cb47c7a85dabd8b48892ca7,337594a7932709e54677e90dd75e48c20e61895deb8e271c79420033d8051465,False,True,executable_page_changed,7,7
0x10737000,True,ad7facb2586fc6e966c004d7d1d16b024f5805ff7cb47c7a85dabd8b48892ca7,98834e20cfeef38770f346effe10704e700466ba8044254ebd15f68d9a59b40e,False,True,executable_page_changed,7,7
0x10738000,True,ad7facb2586fc6e966c004d7d1d16b024f5805ff7cb47c7a85dabd8b48892ca7,688ab40e9ee764d57579b80f982684f7bfb5d068af28fca49a0107a8995a9915,False,True,executable_page_changed,7,7
0x10739000,True,ad7facb2586fc6e966c004d7d1d16b024f5805ff7cb47c7a85dabd8b48892ca7,18b7413e15d41349fc279ead6416cedf11e032e907b12a003a6641ae767af3bf,False,True,executable_page_changed,7,7
0x1073a000,True,ad7facb2586fc6e966c004d7d1d16b024f5805ff7cb47c7a85dabd8b48892ca7,77447e67fcbce8d31c8c3d6cf58f4d77415b5c70ab30bcff776b6c21c5acd287,False,True,executable_page_changed,7,7
0x1073b000,True,ad7facb2586fc6e966c004d7d1d16b024f5805ff7cb47c7a85dabd8b48892ca7,44a70365e32285c762510425ff998cc0f775a32ec1c91eeafd67f1366784ea06,False,True,executable_page_changed,7,7
0x1073c000,True,ad7facb2586fc6e966c004d7d1d16b024f5805ff7cb47c7a85dabd8b48892ca7,9de0f14ed989c779364057e5b7c5717e7c98b587b18e0aa0209e78e511dd9614,False,True,executable_page_changed,7,7
0x1073d000,True,ad7facb2586fc6e966c004d7d1d16b024f5805ff7cb47c7a85dabd8b48892ca7,51661fb4c34e4c72b351e02255b2a9c09db7903cd687e8b34db9d28942793221,False,True,executable_page_changed,7,7
0x1073e000,True,ad7facb2586fc6e966c004d7d1d16b024f5805ff7cb47c7a85dabd8b48892ca7,c0fd638ce317bb355c76b5395ff3283e37a36eceb98702c46c77b1abce2bccb2,False,True,executable_page_changed,7,7
0x1073f000,True,ad7facb2586fc6e966c004d7d1d16b024f5805ff7cb47c7a85dabd8b48892ca7,2cc6a9400830ad4e47bb877a3354a70e478b3fcc59df57fd47fb75c604551cde,False,True,executable_page_changed,7,7
0x10740000,True,ad7facb2586fc6e966c004d7d1d16b024f5805ff7cb47c7a85dabd8b48892ca7,14c8625a90a42f9337786995a5baf856bb376b330440b3b687d90e33dc49cd3a,False,True,executable_page_changed,7,7
0x10741000,True,ad7facb2586fc6e966c004d7d1d16b024f5805ff7cb47c7a85dabd8b48892ca7,3332b38fdbef1cfaec1cfe4c892d57cbb50323f42a683b37618adede7fd1a3b0,False,True,executable_page_changed,7,7
0x10742000,True,ad7facb2586fc6e966c004d7d1d16b024f5805ff7cb47c7a85dabd8b48892ca7,a5b73b101bc0d06c405b8e0cdf7d6345b48263fae7045fb608514f3b83db7b09,False,True,executable_page_changed,7,7
0x10743000,True,ad7facb2586fc6e966c004d7d1d16b024f5805ff7cb47c7a85dabd8b48892ca7,97803f0ca4ea4cf3f7a23bed8cc250fd62c113a041ef73354285ef35d24e0aa5,False,True,executable_page_changed,7,7
0x10744000,True,ad7facb2586fc6e966c004d7d1d16b024f5805ff7cb47c7a85dabd8b48892ca7,e79811d9916a627d50cacd95b4634312d9af224c1ab7da1e3847616e1de63d1e,False,True,executable_page_changed,7,7
0x10745000,True,ad7facb2586fc6e966c004d7d1d16b024f5805ff7cb47c7a85dabd8b48892ca7,b6cffeacd08143cc6214af9ab4f6a1c8c510c80db0a6e42cd06303d1e79acc22,False,True,executable_page_changed,7,7
0x10746000,True,ad7facb2586fc6e966c004d7d1d16b024f5805ff7cb47c7a85dabd8b48892ca7,fe38ef6b09c85569da52191d67e508cee15a798ac91fcc63430d7b5aa93bc421,False,True,executable_page_changed,7,7
0x10747000,True,ad7facb2586fc6e966c004d7d1d16b024f5805ff7cb47c7a85dabd8b48892ca7,ea1607847b9a8cb4377dbeae44609ed9db447ac706126a8db887edbc40b861d8,False,True,executable_page_changed,7,7
