page_va,executable,before_sha256,after_sha256,before_nonzero,after_nonzero,change_reason,before_permissions,permissions
0x103ad000,True,fcfe967c0a8665d64f45a89ce5eec011f65af3ca6d21611c3a5deb0443cdf103,f0a3d0626e83734bd89c232339da2d000afb48c3c8490d4e45714b97c76838ac,True,True,executable_page_changed,7,7
0x103ae000,True,ad7facb2586fc6e966c004d7d1d16b024f5805ff7cb47c7a85dabd8b48892ca7,093b382df81e325a899cea8da9c1a204ed1c8fbf8847038fa00bfbbb3350e62c,False,True,executable_page_changed,7,7
0x103af000,True,ad7facb2586fc6e966c004d7d1d16b024f5805ff7cb47c7a85dabd8b48892ca7,b941d9cf42ebcf9aca8d0e177da773d1abfe567f773d1c8e3cfdcb9590617211,False,True,executable_page_changed,7,7
0x103b0000,True,ad7facb2586fc6e966c004d7d1d16b024f5805ff7cb47c7a85dabd8b48892ca7,51e570c00b5c41ca1d15ce5614d6fab095f17acb3647152f31a956df24d61877,False,True,executable_page_changed,7,7
0x103b1000,True,ad7facb2586fc6e966c004d7d1d16b024f5805ff7cb47c7a85dabd8b48892ca7,a2ecc08c7d628ae54e2cfdaf41e5922afd6d01acc36bf23da04ad48575e0b9e2,False,True,executable_page_changed,7,7
0x103b2000,True,ad7facb2586fc6e966c004d7d1d16b024f5805ff7cb47c7a85dabd8b48892ca7,a4985f2f950ddb2d02ec8d39e282a37e7f8a7128078c8d7c3bb288c3edab16cd,False,True,executable_page_changed,7,7
0x103b3000,True,ad7facb2586fc6e966c004d7d1d16b024f5805ff7cb47c7a85dabd8b48892ca7,5001ac3c9cc6fbcba2cb3be951e8aa8e79c4d75aa199eaab8a9327745c26ea2e,False,True,executable_page_changed,7,7
0x103b4000,True,ad7facb2586fc6e966c004d7d1d16b024f5805ff7cb47c7a85dabd8b48892ca7,417404e9ace8af99af585baa606725ff57b12e7ab5d1ff31300441ad6e62aeec,False,True,executable_page_changed,7,7
0x103b5000,True,ad7facb2586fc6e966c004d7d1d16b024f5805ff7cb47c7a85dabd8b48892ca7,b4fe7b790b5c5d26500139e9836c4052d1747b377aefe2f30a5f305122759b75,False,True,executable_page_changed,7,7
0x103b6000,True,ad7facb2586fc6e966c004d7d1d16b024f5805ff7cb47c7a85dabd8b48892ca7,3e29d92fea9778cc838afef58cadefff1d7ea3855b628a4c8330f7e999347228,False,True,executable_page_changed,7,7
