page_va,executable,before_sha256,after_sha256,before_permissions,permissions
0x7000ffe000,False,a12b72d39a677c9d7204396ed9dbb9f41e5cecd300a42fe24533306ea092ae5d,e729c76b511d3c4de111a218c650b37630d2ba1b3b6d1e61767596239876abfe,7,7
