page_va,executable,before_sha256,after_sha256,before_nonzero,after_nonzero,change_reason,before_permissions,permissions
0x10286000,True,0e91b3d1011042988e4c8c3cc8b6df70c99a674ce333df61a83b8699764c7226,438cb7aa9eb02cdca086af5f6aaa77ff11298b90b717564d599adcc5ceec88ef,True,True,executable_page_changed,7,7
0x10287000,True,ad7facb2586fc6e966c004d7d1d16b024f5805ff7cb47c7a85dabd8b48892ca7,4bb724056bacea11136a395f1acab0a029b2f6ceea4c16e6b5a1c67a21fc8fd3,False,True,executable_page_changed,7,7
0x10288000,True,ad7facb2586fc6e966c004d7d1d16b024f5805ff7cb47c7a85dabd8b48892ca7,7d5e2d77f6553b6c222031ac88134ecea363452e77756f77514ccfc308e9d3cc,False,True,executable_page_changed,7,7
0x10289000,True,ad7facb2586fc6e966c004d7d1d16b024f5805ff7cb47c7a85dabd8b48892ca7,c88483660578dad1a2eadabb7fe9275578ee2f82580ec62614587501828d859a,False,True,executable_page_changed,7,7
0x1028a000,True,ad7facb2586fc6e966c004d7d1d16b024f5805ff7cb47c7a85dabd8b48892ca7,61ec1f4702dd13a826071cf13aaa825c841e26ce368673f36e3571bd7bd9dc5b,False,True,executable_page_changed,7,7
0x1028b000,True,ad7facb2586fc6e966c004d7d1d16b024f5805ff7cb47c7a85dabd8b48892ca7,d155e75ccfeadd1b3cf64a9bdf2511b2933256a454cc00373919ba7d9e016f3b,False,True,executable_page_changed,7,7
0x1028c000,True,ad7facb2586fc6e966c004d7d1d16b024f5805ff7cb47c7a85dabd8b48892ca7,e805f3e8b6d355344620fcadb998090e9e6cfa44680d0a2e82921d70c17b3119,False,True,executable_page_changed,7,7
0x1028d000,True,ad7facb2586fc6e966c004d7d1d16b024f5805ff7cb47c7a85dabd8b48892ca7,03634324cdef89052e1c2dc3100d61fcad5c1690a955940e42ee41c50dd96d1b,False,True,executable_page_changed,7,7
0x1028e000,True,ad7facb2586fc6e966c004d7d1d16b024f5805ff7cb47c7a85dabd8b48892ca7,1df68bdd2b7cc4e36578e5a49162a8934d28ea56383c5ce3d350ce50f1d3ff31,False,True,executable_page_changed,7,7
0x1028f000,True,ad7facb2586fc6e966c004d7d1d16b024f5805ff7cb47c7a85dabd8b48892ca7,b0bb2f8958b92cfb979c6d97d80d6e026ef8bcc5f9a78eecfd25f9554d6c17cd,False,True,executable_page_changed,7,7
0x10290000,True,ad7facb2586fc6e966c004d7d1d16b024f5805ff7cb47c7a85dabd8b48892ca7,5f0058e6f576703b023e4c059f95ee2e93c0a5c01496a525dac75303e18eb829,False,True,executable_page_changed,7,7
0x10291000,True,ad7facb2586fc6e966c004d7d1d16b024f5805ff7cb47c7a85dabd8b48892ca7,4b9790bf3a2f0ae4ca500231ed0f397a93486442b0581cf0f613d44529b571c9,False,True,executable_page_changed,7,7
0x10292000,True,ad7facb2586fc6e966c004d7d1d16b024f5805ff7cb47c7a85dabd8b48892ca7,a0862314f8076e7a3782492048cc021e0b39e291020ac314a2953369231e018a,False,True,executable_page_changed,7,7
0x10293000,True,ad7facb2586fc6e966c004d7d1d16b024f5805ff7cb47c7a85dabd8b48892ca7,d92ec23fdd08942500fd7399da97340e3f8f7ecdde60266d5d9ef92c1d3e5f60,False,True,executable_page_changed,7,7
0x10294000,True,ad7facb2586fc6e966c004d7d1d16b024f5805ff7cb47c7a85dabd8b48892ca7,524e0441938c9d508abdf7b86d5e1270e710d6af4b07e93b89dcdd61b93cfee7,False,True,executable_page_changed,7,7
0x10295000,True,ad7facb2586fc6e966c004d7d1d16b024f5805ff7cb47c7a85dabd8b48892ca7,e208834448e0f2072d32bb529a2ba9d5671fa0b4065eec7baec541aa7163f108,False,True,executable_page_changed,7,7
0x10296000,True,ad7facb2586fc6e966c004d7d1d16b024f5805ff7cb47c7a85dabd8b48892ca7,b56b99367956b7390fef5c49ef49c4da129f429e0767591f671a84d12459c4b6,False,True,executable_page_changed,7,7
