page_va,executable,before_sha256,after_sha256,before_nonzero,after_nonzero,change_reason,before_permissions,permissions
0x104e1000,True,75aafcc9bbe642de7183334a9ebbcab32df3980bb69fbe5d44de57663adf5935,def596a46f12a15e05d19cc141563bb716b48b6528e97e4b934b4993662ff708,True,True,executable_page_changed,7,7
0x104e2000,True,ad7facb2586fc6e966c004d7d1d16b024f5805ff7cb47c7a85dabd8b48892ca7,782823bde28fb3c582b73aef8a42c111016a059e3853da87113ec3bdbd06092b,False,True,executable_page_changed,7,7
0x104e3000,True,ad7facb2586fc6e966c004d7d1d16b024f5805ff7cb47c7a85dabd8b48892ca7,2f3c0988702a42c680637c043fa7b8ca91db9a55b7ac0cba1acc9ffe2d66c4a5,False,True,executable_page_changed,7,7
0x104e4000,True,ad7facb2586fc6e966c004d7d1d16b024f5805ff7cb47c7a85dabd8b48892ca7,91beccef4de0a364c0be144163fa5e8aaa2af68a17f905faa8aa5eee7116e204,False,True,executable_page_changed,7,7
0x104e5000,True,ad7facb2586fc6e966c004d7d1d16b024f5805ff7cb47c7a85dabd8b48892ca7,4046bafe7019ac0bd2e6784b0ca29f404abdd9a5befdbe44ac40368240ebacf2,False,True,executable_page_changed,7,7
0x104e6000,True,ad7facb2586fc6e966c004d7d1d16b024f5805ff7cb47c7a85dabd8b48892ca7,8184453f3d27fe590f2dfbf380038b902e41b226628fd48146014a2d9dfc604d,False,True,executable_page_changed,7,7
0x104e7000,True,ad7facb2586fc6e966c004d7d1d16b024f5805ff7cb47c7a85dabd8b48892ca7,a3f45cf858b6f97fb6e550648122ae9369cecce639ef5d68a5aa80bdaa0f3dcb,False,True,executable_page_changed,7,7
0x104e8000,True,ad7facb2586fc6e966c004d7d1d16b024f5805ff7cb47c7a85dabd8b48892ca7,6c556c92670a202b98a8e645e70abb7789dee435e9ebb8204c5fc70feb5c150f,False,True,executable_page_changed,7,7
0x104e9000,True,ad7facb2586fc6e966c004d7d1d16b024f5805ff7cb47c7a85dabd8b48892ca7,b623ea706de529013f73d5c15dc53c77d2cb0d3acd7373399e54e4e7d24fec5a,False,True,executable_page_changed,7,7
0x104ea000,True,ad7facb2586fc6e966c004d7d1d16b024f5805ff7cb47c7a85dabd8b48892ca7,5166752350eea3220511eb34e070f5aa5965f484060f6b633afd26f857b1486b,False,True,executable_page_changed,7,7
0x104eb000,True,ad7facb2586fc6e966c004d7d1d16b024f5805ff7cb47c7a85dabd8b48892ca7,6bd9ef831b01edea82034d5522f6e76d8596770f2fb031d251c9ccd1b4dbdc59,False,True,executable_page_changed,7,7
0x104ec000,True,ad7facb2586fc6e966c004d7d1d16b024f5805ff7cb47c7a85dabd8b48892ca7,a1bb2c3e45f815b6885a972d47657ec44bd31dc9f4482f2c9e846de3c7a00c27,False,True,executable_page_changed,7,7
0x104ed000,True,ad7facb2586fc6e966c004d7d1d16b024f5805ff7cb47c7a85dabd8b48892ca7,af08ebfecf6985fa26dec520de92dad4943247f7b5d46c0f95927922a2fd424c,False,True,executable_page_changed,7,7
0x104ee000,True,ad7facb2586fc6e966c004d7d1d16b024f5805ff7cb47c7a85dabd8b48892ca7,324e16ff7ae2e2ec2f5b14ca72b2ce5330c80053acac16606c1f035e7c952d71,False,True,executable_page_changed,7,7
0x104ef000,True,ad7facb2586fc6e966c004d7d1d16b024f5805ff7cb47c7a85dabd8b48892ca7,d1beaa4c1300bd4d26f18c1d48b318612f40c6924726fa414a936df41370c98c,False,True,executable_page_changed,7,7
0x104f0000,True,ad7facb2586fc6e966c004d7d1d16b024f5805ff7cb47c7a85dabd8b48892ca7,731759560238cbd067f5096126cf754955e1df44ead1f8129eefb0182c3449c4,False,True,executable_page_changed,7,7
0x104f1000,True,ad7facb2586fc6e966c004d7d1d16b024f5805ff7cb47c7a85dabd8b48892ca7,22d3e812050b22a20267ece18f9ea5a1861ecaab5dc1e403e2ee5f49b2afaa45,False,True,executable_page_changed,7,7
0x104f2000,True,ad7facb2586fc6e966c004d7d1d16b024f5805ff7cb47c7a85dabd8b48892ca7,0ef48290ee31b65a48fb859b6f9fe0f5eca6ad3dff6e751baf3a8335cdd4603c,False,True,executable_page_changed,7,7
0x104f3000,True,ad7facb2586fc6e966c004d7d1d16b024f5805ff7cb47c7a85dabd8b48892ca7,dbc6f0dbbf2ac9a24520cb2146b23a52086dc128c40e09d5065bf31629400b53,False,True,executable_page_changed,7,7
0x104f4000,True,ad7facb2586fc6e966c004d7d1d16b024f5805ff7cb47c7a85dabd8b48892ca7,9fd5a48444adecd2c90751d7473e4a61ee094ad2b7076f51b7953353d912f091,False,True,executable_page_changed,7,7
0x104f5000,True,ad7facb2586fc6e966c004d7d1d16b024f5805ff7cb47c7a85dabd8b48892ca7,455b93a2155ce9338242f3a88b8e78d1dc6d10faecf8abd1c29fb462e985de12,False,True,executable_page_changed,7,7
0x104f6000,True,ad7facb2586fc6e966c004d7d1d16b024f5805ff7cb47c7a85dabd8b48892ca7,16a1b545b5c7d925976189434aaaba21608940db8a180b29e5d33ab544d7664c,False,True,executable_page_changed,7,7
