equation_id,frames,coverage,invalid_lengths,resync_distance,tail,score,survives_train,confidence,reason
eq00682,289,1.0,0,0,2,100.0,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq00718,289,1.0,0,0,2,100.0,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq01257,289,1.0,0,0,2,100.0,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq01293,289,1.0,0,0,2,100.0,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq02048,289,1.0,0,0,2,100.0,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq02084,289,1.0,0,0,2,100.0,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq02408,285,0.9999,0,0,4,99.994,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq02444,285,0.9999,0,0,4,99.994,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq02464,560,0.9999,2,2,6,99.89,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq02500,560,0.9999,2,2,6,99.89,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq00107,283,1.0,3,3,1,99.844,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq00143,283,1.0,3,3,1,99.844,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq00322,283,1.0,3,3,1,99.844,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq00358,283,1.0,3,3,1,99.844,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq00753,283,1.0,3,3,1,99.844,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq00789,283,1.0,3,3,1,99.844,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq01403,293,1.0,3,3,1,99.844,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq01439,293,1.0,3,3,1,99.844,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq01472,283,1.0,3,3,1,99.844,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq01508,283,1.0,3,3,1,99.844,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq02266,293,1.0,3,3,1,99.844,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq02302,293,1.0,3,3,1,99.844,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq01457,560,0.9999,3,3,6,99.838,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq01493,560,0.9999,3,3,6,99.838,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq01753,299,0.9999,3,3,5,99.838,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq01757,299,0.9999,3,3,5,99.838,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq01789,299,0.9999,3,3,5,99.838,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq01793,299,0.9999,3,3,5,99.838,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq02041,303,0.9999,3,3,6,99.838,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq02043,286,0.9999,3,3,4,99.838,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq02045,303,0.9999,3,3,6,99.838,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq02047,286,0.9999,3,3,4,99.838,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq02077,303,0.9999,3,3,6,99.838,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq02079,286,0.9999,3,3,4,99.838,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq02081,303,0.9999,3,3,6,99.838,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq02083,286,0.9999,3,3,4,99.838,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq02483,279,0.9999,3,3,7,99.838,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq00036,283,1.0,4,4,1,99.792,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq00072,283,1.0,4,4,1,99.792,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq00224,585,1.0,4,4,0,99.792,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq00231,585,1.0,4,4,0,99.792,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq00260,585,1.0,4,4,0,99.792,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq00267,585,1.0,4,4,0,99.792,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq00310,277,1.0,4,4,2,99.792,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq00316,277,1.0,4,4,2,99.792,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq00346,277,1.0,4,4,2,99.792,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq00352,277,1.0,4,4,2,99.792,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq00512,585,1.0,4,4,0,99.792,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq00518,585,1.0,4,4,0,99.792,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq00548,585,1.0,4,4,0,99.792,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq00554,585,1.0,4,4,0,99.792,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq00656,582,1.0,4,4,1,99.792,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq00662,582,1.0,4,4,1,99.792,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq00692,582,1.0,4,4,1,99.792,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq00698,582,1.0,4,4,1,99.792,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq01376,569,1.0,4,4,2,99.792,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq01381,569,1.0,4,4,2,99.792,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq01412,569,1.0,4,4,2,99.792,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq01417,569,1.0,4,4,2,99.792,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq02411,293,1.0,4,4,1,99.792,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq02447,293,1.0,4,4,1,99.792,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq00738,560,0.9999,4,4,6,99.786,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq00774,560,0.9999,4,4,6,99.786,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq01033,292,0.9999,4,4,5,99.786,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq01038,292,0.9999,4,4,5,99.786,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq01069,292,0.9999,4,4,5,99.786,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq01074,292,0.9999,4,4,5,99.786,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq01249,303,0.9999,4,4,6,99.786,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq01254,303,0.9999,4,4,6,99.786,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq01285,303,0.9999,4,4,6,99.786,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq01290,303,0.9999,4,4,6,99.786,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq01476,279,0.9999,4,4,7,99.786,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq01512,279,0.9999,4,4,7,99.786,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq01745,559,0.9999,4,4,7,99.786,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq01781,559,0.9999,4,4,7,99.786,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq02469,274,0.9999,4,4,6,99.786,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq00022,278,1.0,5,5,2,99.74,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq00030,278,1.0,5,5,2,99.74,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq00058,278,1.0,5,5,2,99.74,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq00066,278,1.0,5,5,2,99.74,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq00094,277,1.0,5,5,2,99.74,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq00101,277,1.0,5,5,2,99.74,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq00130,277,1.0,5,5,2,99.74,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq00137,277,1.0,5,5,2,99.74,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq01016,582,1.0,5,5,0,99.74,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq01021,582,1.0,5,5,0,99.74,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq01052,582,1.0,5,5,0,99.74,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq01057,582,1.0,5,5,0,99.74,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq01232,579,1.0,5,5,1,99.74,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq01237,579,1.0,5,5,1,99.74,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq01268,579,1.0,5,5,1,99.74,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq01273,579,1.0,5,5,1,99.74,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq01404,298,1.0,5,5,0,99.74,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq01440,298,1.0,5,5,0,99.74,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq02267,298,1.0,5,5,0,99.74,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq02303,298,1.0,5,5,0,99.74,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq00529,292,0.9999,5,5,5,99.734,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq00535,292,0.9999,5,5,5,99.734,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq00565,292,0.9999,5,5,5,99.734,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq00571,292,0.9999,5,5,5,99.734,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq00673,303,0.9999,5,5,6,99.734,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq00679,303,0.9999,5,5,6,99.734,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq00709,303,0.9999,5,5,6,99.734,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq00715,303,0.9999,5,5,6,99.734,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq01026,559,0.9999,5,5,7,99.734,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq01062,559,0.9999,5,5,7,99.734,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq01461,274,0.9999,5,5,6,99.734,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq01465,272,0.9999,5,5,4,99.734,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq01469,272,0.9999,5,5,4,99.734,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq01497,274,0.9999,5,5,6,99.734,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq01501,272,0.9999,5,5,4,99.734,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq01505,272,0.9999,5,5,4,99.734,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq01749,283,0.9999,5,5,7,99.734,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq01764,298,0.9999,5,5,9,99.734,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq01785,283,0.9999,5,5,7,99.734,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq01800,298,0.9999,5,5,9,99.734,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq02033,557,0.9999,5,5,8,99.734,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq02069,557,0.9999,5,5,8,99.734,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq02401,305,0.9999,5,5,8,99.734,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq02405,305,0.9999,5,5,8,99.734,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq02437,305,0.9999,5,5,8,99.734,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq02441,305,0.9999,5,5,8,99.734,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq02473,272,0.9999,5,5,4,99.734,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq02476,272,0.9999,5,5,4,99.734,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq00684,275,1.0,6,6,0,99.688,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq00720,275,1.0,6,6,0,99.688,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq01035,278,1.0,6,6,3,99.688,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq01040,278,1.0,6,6,3,99.688,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq01071,278,1.0,6,6,3,99.688,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq01076,278,1.0,6,6,3,99.688,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq01259,275,1.0,6,6,0,99.688,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq01295,275,1.0,6,6,0,99.688,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq02050,275,1.0,6,6,0,99.688,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq02086,275,1.0,6,6,0,99.688,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq02410,285,1.0,6,6,2,99.688,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq02446,285,1.0,6,6,2,99.688,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq01242,557,0.9999,6,6,8,99.682,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq01278,557,0.9999,6,6,8,99.682,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq02052,297,0.9999,6,6,10,99.682,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq02088,297,0.9999,6,6,10,99.682,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq02249,561,0.9999,6,6,9,99.682,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq02285,561,0.9999,6,6,9,99.682,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq00306,544,1.0,7,7,1,99.636,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq00342,544,1.0,7,7,1,99.636,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq00522,550,1.0,7,7,2,99.636,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq00531,278,1.0,7,7,3,99.636,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq00537,278,1.0,7,7,3,99.636,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq00558,550,1.0,7,7,2,99.636,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq00567,278,1.0,7,7,3,99.636,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq00573,278,1.0,7,7,3,99.636,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq00737,544,1.0,7,7,1,99.636,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq00773,544,1.0,7,7,1,99.636,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq01025,550,1.0,7,7,2,99.636,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq01061,550,1.0,7,7,2,99.636,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq01241,550,1.0,7,7,3,99.636,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq01277,550,1.0,7,7,3,99.636,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq01402,299,1.0,7,7,2,99.636,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq01438,299,1.0,7,7,2,99.636,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq01456,544,1.0,7,7,1,99.636,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq01492,544,1.0,7,7,1,99.636,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq01744,550,1.0,7,7,2,99.636,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq01780,550,1.0,7,7,2,99.636,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq02032,550,1.0,7,7,3,99.636,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq02068,550,1.0,7,7,3,99.636,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq02240,565,1.0,7,7,2,99.636,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq02244,565,1.0,7,7,2,99.636,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq02265,299,1.0,7,7,2,99.636,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq02276,565,1.0,7,7,2,99.636,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq02280,565,1.0,7,7,2,99.636,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq02301,299,1.0,7,7,2,99.636,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq02384,571,1.0,7,7,3,99.636,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq02388,571,1.0,7,7,3,99.636,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq02420,571,1.0,7,7,3,99.636,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq02424,571,1.0,7,7,3,99.636,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq02463,544,1.0,7,7,1,99.636,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq02499,544,1.0,7,7,1,99.636,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq01386,561,0.9999,7,7,9,99.63,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq01422,561,0.9999,7,7,9,99.63,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq02037,277,0.9999,7,7,8,99.63,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq02073,277,0.9999,7,7,8,99.63,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq02248,547,0.9999,7,7,4,99.63,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq02257,278,0.9999,7,7,7,99.63,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq02261,278,0.9999,7,7,7,99.63,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq02268,288,0.9999,7,7,11,99.63,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq02284,547,0.9999,7,7,4,99.63,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq02293,278,0.9999,7,7,7,99.63,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq02297,278,0.9999,7,7,7,99.63,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq02304,288,0.9999,7,7,11,99.63,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq02393,553,0.9999,7,7,10,99.63,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq02429,553,0.9999,7,7,10,99.63,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq00243,278,1.0,8,8,3,99.584,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq00250,278,1.0,8,8,3,99.584,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq00279,278,1.0,8,8,3,99.584,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq00286,278,1.0,8,8,3,99.584,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq00666,550,1.0,8,8,3,99.584,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq00702,550,1.0,8,8,3,99.584,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq01034,296,1.0,8,8,3,99.584,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq01039,296,1.0,8,8,3,99.584,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq01070,296,1.0,8,8,3,99.584,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq01075,296,1.0,8,8,3,99.584,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq01736,578,1.0,8,8,0,99.584,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq01740,578,1.0,8,8,0,99.584,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq01754,296,1.0,8,8,3,99.584,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq01758,296,1.0,8,8,3,99.584,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq01772,578,1.0,8,8,0,99.584,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq01776,578,1.0,8,8,0,99.584,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq01790,296,1.0,8,8,3,99.584,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq01794,296,1.0,8,8,3,99.584,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq02024,575,1.0,8,8,1,99.584,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq02028,575,1.0,8,8,1,99.584,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq02060,575,1.0,8,8,1,99.584,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq02064,575,1.0,8,8,1,99.584,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq01385,547,0.9999,8,8,4,99.578,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq01395,276,0.9999,8,8,5,99.578,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq01400,276,0.9999,8,8,5,99.578,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq01421,547,0.9999,8,8,4,99.578,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq01431,276,0.9999,8,8,5,99.578,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq01436,276,0.9999,8,8,5,99.578,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq01750,309,0.9999,8,8,7,99.578,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq01786,309,0.9999,8,8,7,99.578,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq02392,545,0.9999,8,8,5,99.578,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq02428,545,0.9999,8,8,5,99.578,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq02412,289,0.9998,8,8,12,99.572,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq02448,289,0.9998,8,8,12,99.572,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq01030,309,0.9999,9,9,7,99.526,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq01066,309,0.9999,9,9,7,99.526,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq01462,300,0.9999,9,9,6,99.526,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq01498,300,0.9999,9,9,6,99.526,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq01751,293,0.9999,9,9,6,99.526,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq01787,293,0.9999,9,9,6,99.526,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq02253,272,0.9999,9,9,9,99.526,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq02289,272,0.9999,9,9,9,99.526,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq02470,297,0.9999,9,9,6,99.526,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq00745,282,1.0,10,10,3,99.48,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq00750,282,1.0,10,10,3,99.48,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq00781,282,1.0,10,10,3,99.48,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq00786,282,1.0,10,10,3,99.48,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
eq01459,289,1.0,10,10,3,99.48,true,medium,explicit single-equation train-prefix tiling; no nearest-size or multi-equation fallback
