model_id,frame_index,stream_offset_start,stream_offset_end,header_size,frame_len,confidence,reason
fm03612,3,517,538,16,21,medium,frame tiling diagnostic metadata only
fm03612,4,538,608,16,70,medium,frame tiling diagnostic metadata only
fm03612,5,608,706,16,98,medium,frame tiling diagnostic metadata only
fm03612,6,706,854,16,148,medium,frame tiling diagnostic metadata only
fm03612,7,854,1029,16,175,medium,frame tiling diagnostic metadata only
fm03612,8,1029,1284,16,255,medium,frame tiling diagnostic metadata only
fm03612,9,1284,1529,16,245,medium,frame tiling diagnostic metadata only
fm03612,10,1529,1736,16,207,medium,frame tiling diagnostic metadata only
fm03612,11,1736,1836,16,100,medium,frame tiling diagnostic metadata only
fm03612,12,1836,1861,16,25,medium,frame tiling diagnostic metadata only
fm03612,13,1861,2051,16,190,medium,frame tiling diagnostic metadata only
fm03612,14,2051,2099,16,48,medium,frame tiling diagnostic metadata only
fm03612,15,2099,2353,16,254,medium,frame tiling diagnostic metadata only
fm03612,16,2353,2381,16,28,medium,frame tiling diagnostic metadata only
fm03612,17,2381,2575,16,194,medium,frame tiling diagnostic metadata only
fm03612,18,2575,2765,16,190,medium,frame tiling diagnostic metadata only
fm03612,19,2765,3020,16,255,medium,frame tiling diagnostic metadata only
fm03612,20,3020,3150,16,130,medium,frame tiling diagnostic metadata only
fm03612,21,3150,3170,16,20,medium,frame tiling diagnostic metadata only
fm03612,22,3170,3307,16,137,medium,frame tiling diagnostic metadata only
fm03612,23,3307,3497,16,190,medium,frame tiling diagnostic metadata only
fm03612,24,3497,3538,16,41,medium,frame tiling diagnostic metadata only
fm03616,0,0,118,16,118,medium,frame tiling diagnostic metadata only
fm03616,1,118,276,16,158,medium,frame tiling diagnostic metadata only
fm03616,2,276,517,16,241,medium,frame tiling diagnostic metadata only
fm03616,3,517,538,16,21,medium,frame tiling diagnostic metadata only
fm03616,4,538,608,16,70,medium,frame tiling diagnostic metadata only
fm03616,5,608,706,16,98,medium,frame tiling diagnostic metadata only
fm03616,6,706,854,16,148,medium,frame tiling diagnostic metadata only
fm03616,7,854,1029,16,175,medium,frame tiling diagnostic metadata only
fm03616,8,1029,1284,16,255,medium,frame tiling diagnostic metadata only
fm03616,9,1284,1529,16,245,medium,frame tiling diagnostic metadata only
fm03616,10,1529,1736,16,207,medium,frame tiling diagnostic metadata only
fm03616,11,1736,1836,16,100,medium,frame tiling diagnostic metadata only
fm03616,12,1836,1861,16,25,medium,frame tiling diagnostic metadata only
fm03616,13,1861,2051,16,190,medium,frame tiling diagnostic metadata only
fm03616,14,2051,2099,16,48,medium,frame tiling diagnostic metadata only
fm03616,15,2099,2353,16,254,medium,frame tiling diagnostic metadata only
fm03616,16,2353,2381,16,28,medium,frame tiling diagnostic metadata only
fm03616,17,2381,2575,16,194,medium,frame tiling diagnostic metadata only
fm03616,18,2575,2765,16,190,medium,frame tiling diagnostic metadata only
fm03616,19,2765,3020,16,255,medium,frame tiling diagnostic metadata only
fm03616,20,3020,3150,16,130,medium,frame tiling diagnostic metadata only
fm03616,21,3150,3170,16,20,medium,frame tiling diagnostic metadata only
fm03616,22,3170,3307,16,137,medium,frame tiling diagnostic metadata only
fm03616,23,3307,3497,16,190,medium,frame tiling diagnostic metadata only
fm03616,24,3497,3538,16,41,medium,frame tiling diagnostic metadata only
fm03217,0,0,131,16,131,medium,frame tiling diagnostic metadata only
fm03217,1,131,289,16,158,medium,frame tiling diagnostic metadata only
fm03217,2,289,530,16,241,medium,frame tiling diagnostic metadata only
fm03217,3,530,551,16,21,medium,frame tiling diagnostic metadata only
fm03217,4,551,621,16,70,medium,frame tiling diagnostic metadata only
fm03217,5,621,719,16,98,medium,frame tiling diagnostic metadata only
fm03217,6,719,867,16,148,medium,frame tiling diagnostic metadata only
fm03217,7,867,1042,16,175,medium,frame tiling diagnostic metadata only
fm03217,8,1042,1297,16,255,medium,frame tiling diagnostic metadata only
fm03217,9,1297,1542,16,245,medium,frame tiling diagnostic metadata only
fm03217,10,1542,1749,16,207,medium,frame tiling diagnostic metadata only
fm03217,11,1749,1849,16,100,medium,frame tiling diagnostic metadata only
fm03217,12,1849,1874,16,25,medium,frame tiling diagnostic metadata only
fm03217,13,1874,2064,16,190,medium,frame tiling diagnostic metadata only
fm03217,14,2064,2112,16,48,medium,frame tiling diagnostic metadata only
fm03217,15,2112,2366,16,254,medium,frame tiling diagnostic metadata only
fm03217,16,2366,2394,16,28,medium,frame tiling diagnostic metadata only
fm03217,17,2394,2588,16,194,medium,frame tiling diagnostic metadata only
fm03217,18,2588,2778,16,190,medium,frame tiling diagnostic metadata only
fm03217,19,2778,3033,16,255,medium,frame tiling diagnostic metadata only
fm03217,20,3033,3163,16,130,medium,frame tiling diagnostic metadata only
fm03217,21,3163,3183,16,20,medium,frame tiling diagnostic metadata only
fm03217,22,3183,3320,16,137,medium,frame tiling diagnostic metadata only
fm03217,23,3320,3510,16,190,medium,frame tiling diagnostic metadata only
fm03217,24,3510,3551,16,41,medium,frame tiling diagnostic metadata only
fm03221,0,0,131,16,131,medium,frame tiling diagnostic metadata only
fm03221,1,131,289,16,158,medium,frame tiling diagnostic metadata only
fm03221,2,289,530,16,241,medium,frame tiling diagnostic metadata only
fm03221,3,530,551,16,21,medium,frame tiling diagnostic metadata only
fm03221,4,551,621,16,70,medium,frame tiling diagnostic metadata only
fm03221,5,621,719,16,98,medium,frame tiling diagnostic metadata only
fm03221,6,719,867,16,148,medium,frame tiling diagnostic metadata only
fm03221,7,867,1042,16,175,medium,frame tiling diagnostic metadata only
fm03221,8,1042,1297,16,255,medium,frame tiling diagnostic metadata only
fm03221,9,1297,1542,16,245,medium,frame tiling diagnostic metadata only
fm03221,10,1542,1749,16,207,medium,frame tiling diagnostic metadata only
fm03221,11,1749,1849,16,100,medium,frame tiling diagnostic metadata only
fm03221,12,1849,1874,16,25,medium,frame tiling diagnostic metadata only
fm03221,13,1874,2064,16,190,medium,frame tiling diagnostic metadata only
fm03221,14,2064,2112,16,48,medium,frame tiling diagnostic metadata only
fm03221,15,2112,2366,16,254,medium,frame tiling diagnostic metadata only
fm03221,16,2366,2394,16,28,medium,frame tiling diagnostic metadata only
fm03221,17,2394,2588,16,194,medium,frame tiling diagnostic metadata only
fm03221,18,2588,2778,16,190,medium,frame tiling diagnostic metadata only
fm03221,19,2778,3033,16,255,medium,frame tiling diagnostic metadata only
fm03221,20,3033,3163,16,130,medium,frame tiling diagnostic metadata only
fm03221,21,3163,3183,16,20,medium,frame tiling diagnostic metadata only
fm03221,22,3183,3320,16,137,medium,frame tiling diagnostic metadata only
fm03221,23,3320,3510,16,190,medium,frame tiling diagnostic metadata only
fm03221,24,3510,3551,16,41,medium,frame tiling diagnostic metadata only
fm03220,0,0,131,16,131,medium,frame tiling diagnostic metadata only
fm03220,1,131,289,16,158,medium,frame tiling diagnostic metadata only
fm03220,2,289,530,16,241,medium,frame tiling diagnostic metadata only
fm03220,3,530,551,16,21,medium,frame tiling diagnostic metadata only
fm03220,4,551,621,16,70,medium,frame tiling diagnostic metadata only
fm03220,5,621,719,16,98,medium,frame tiling diagnostic metadata only
fm03220,6,719,867,16,148,medium,frame tiling diagnostic metadata only
fm03220,7,867,1042,16,175,medium,frame tiling diagnostic metadata only
fm03220,8,1042,1297,16,255,medium,frame tiling diagnostic metadata only
fm03220,9,1297,1542,16,245,medium,frame tiling diagnostic metadata only
fm03220,10,1542,1749,16,207,medium,frame tiling diagnostic metadata only
fm03220,11,1749,1849,16,100,medium,frame tiling diagnostic metadata only
fm03220,12,1849,1874,16,25,medium,frame tiling diagnostic metadata only
fm03220,13,1874,2064,16,190,medium,frame tiling diagnostic metadata only
fm03220,14,2064,2112,16,48,medium,frame tiling diagnostic metadata only
fm03220,15,2112,2366,16,254,medium,frame tiling diagnostic metadata only
fm03220,16,2366,2394,16,28,medium,frame tiling diagnostic metadata only
fm03220,17,2394,2588,16,194,medium,frame tiling diagnostic metadata only
fm03220,18,2588,2778,16,190,medium,frame tiling diagnostic metadata only
fm03220,19,2778,3033,16,255,medium,frame tiling diagnostic metadata only
fm03220,20,3033,3163,16,130,medium,frame tiling diagnostic metadata only
fm03220,21,3163,3183,16,20,medium,frame tiling diagnostic metadata only
fm03220,22,3183,3320,16,137,medium,frame tiling diagnostic metadata only
fm03220,23,3320,3510,16,190,medium,frame tiling diagnostic metadata only
fm03220,24,3510,3551,16,41,medium,frame tiling diagnostic metadata only
fm03224,0,0,131,16,131,medium,frame tiling diagnostic metadata only
fm03224,1,131,289,16,158,medium,frame tiling diagnostic metadata only
fm03224,2,289,530,16,241,medium,frame tiling diagnostic metadata only
fm03224,3,530,551,16,21,medium,frame tiling diagnostic metadata only
fm03224,4,551,621,16,70,medium,frame tiling diagnostic metadata only
fm03224,5,621,719,16,98,medium,frame tiling diagnostic metadata only
fm03224,6,719,867,16,148,medium,frame tiling diagnostic metadata only
fm03224,7,867,1042,16,175,medium,frame tiling diagnostic metadata only
fm03224,8,1042,1297,16,255,medium,frame tiling diagnostic metadata only
fm03224,9,1297,1542,16,245,medium,frame tiling diagnostic metadata only
fm03224,10,1542,1749,16,207,medium,frame tiling diagnostic metadata only
fm03224,11,1749,1849,16,100,medium,frame tiling diagnostic metadata only
fm03224,12,1849,1874,16,25,medium,frame tiling diagnostic metadata only
fm03224,13,1874,2064,16,190,medium,frame tiling diagnostic metadata only
fm03224,14,2064,2112,16,48,medium,frame tiling diagnostic metadata only
fm03224,15,2112,2366,16,254,medium,frame tiling diagnostic metadata only
fm03224,16,2366,2394,16,28,medium,frame tiling diagnostic metadata only
fm03224,17,2394,2588,16,194,medium,frame tiling diagnostic metadata only
fm03224,18,2588,2778,16,190,medium,frame tiling diagnostic metadata only
fm03224,19,2778,3033,16,255,medium,frame tiling diagnostic metadata only
fm03224,20,3033,3163,16,130,medium,frame tiling diagnostic metadata only
fm03224,21,3163,3183,16,20,medium,frame tiling diagnostic metadata only
fm03224,22,3183,3320,16,137,medium,frame tiling diagnostic metadata only
fm03224,23,3320,3510,16,190,medium,frame tiling diagnostic metadata only
fm03224,24,3510,3551,16,41,medium,frame tiling diagnostic metadata only
fm03609,0,0,118,16,118,medium,frame tiling diagnostic metadata only
fm03609,1,118,276,16,158,medium,frame tiling diagnostic metadata only
fm03609,2,276,517,16,241,medium,frame tiling diagnostic metadata only
fm03609,3,517,538,16,21,medium,frame tiling diagnostic metadata only
fm03609,4,538,608,16,70,medium,frame tiling diagnostic metadata only
fm03609,5,608,706,16,98,medium,frame tiling diagnostic metadata only
fm03609,6,706,854,16,148,medium,frame tiling diagnostic metadata only
fm03609,7,854,1029,16,175,medium,frame tiling diagnostic metadata only
fm03609,8,1029,1284,16,255,medium,frame tiling diagnostic metadata only
fm03609,9,1284,1529,16,245,medium,frame tiling diagnostic metadata only
fm03609,10,1529,1736,16,207,medium,frame tiling diagnostic metadata only
fm03609,11,1736,1836,16,100,medium,frame tiling diagnostic metadata only
fm03609,12,1836,1861,16,25,medium,frame tiling diagnostic metadata only
fm03609,13,1861,2051,16,190,medium,frame tiling diagnostic metadata only
fm03609,14,2051,2099,16,48,medium,frame tiling diagnostic metadata only
fm03609,15,2099,2353,16,254,medium,frame tiling diagnostic metadata only
fm03609,16,2353,2381,16,28,medium,frame tiling diagnostic metadata only
fm03609,17,2381,2575,16,194,medium,frame tiling diagnostic metadata only
fm03609,18,2575,2765,16,190,medium,frame tiling diagnostic metadata only
fm03609,19,2765,3020,16,255,medium,frame tiling diagnostic metadata only
fm03609,20,3020,3150,16,130,medium,frame tiling diagnostic metadata only
fm03609,21,3150,3170,16,20,medium,frame tiling diagnostic metadata only
fm03609,22,3170,3307,16,137,medium,frame tiling diagnostic metadata only
fm03609,23,3307,3497,16,190,medium,frame tiling diagnostic metadata only
fm03609,24,3497,3538,16,41,medium,frame tiling diagnostic metadata only
fm03613,0,0,118,16,118,medium,frame tiling diagnostic metadata only
fm03613,1,118,276,16,158,medium,frame tiling diagnostic metadata only
fm03613,2,276,517,16,241,medium,frame tiling diagnostic metadata only
fm03613,3,517,538,16,21,medium,frame tiling diagnostic metadata only
fm03613,4,538,608,16,70,medium,frame tiling diagnostic metadata only
fm03613,5,608,706,16,98,medium,frame tiling diagnostic metadata only
fm03613,6,706,854,16,148,medium,frame tiling diagnostic metadata only
fm03613,7,854,1029,16,175,medium,frame tiling diagnostic metadata only
fm03613,8,1029,1284,16,255,medium,frame tiling diagnostic metadata only
fm03613,9,1284,1529,16,245,medium,frame tiling diagnostic metadata only
fm03613,10,1529,1736,16,207,medium,frame tiling diagnostic metadata only
fm03613,11,1736,1836,16,100,medium,frame tiling diagnostic metadata only
fm03613,12,1836,1861,16,25,medium,frame tiling diagnostic metadata only
fm03613,13,1861,2051,16,190,medium,frame tiling diagnostic metadata only
fm03613,14,2051,2099,16,48,medium,frame tiling diagnostic metadata only
fm03613,15,2099,2353,16,254,medium,frame tiling diagnostic metadata only
fm03613,16,2353,2381,16,28,medium,frame tiling diagnostic metadata only
fm03613,17,2381,2575,16,194,medium,frame tiling diagnostic metadata only
fm03613,18,2575,2765,16,190,medium,frame tiling diagnostic metadata only
fm03613,19,2765,3020,16,255,medium,frame tiling diagnostic metadata only
fm03613,20,3020,3150,16,130,medium,frame tiling diagnostic metadata only
fm03613,21,3150,3170,16,20,medium,frame tiling diagnostic metadata only
fm03613,22,3170,3307,16,137,medium,frame tiling diagnostic metadata only
fm03613,23,3307,3497,16,190,medium,frame tiling diagnostic metadata only
fm03613,24,3497,3538,16,41,medium,frame tiling diagnostic metadata only
fm03154,0,0,193,16,193,medium,frame tiling diagnostic metadata only
fm03154,1,193,398,16,205,medium,frame tiling diagnostic metadata only
fm03154,2,398,651,16,253,medium,frame tiling diagnostic metadata only
fm03154,3,651,711,16,60,medium,frame tiling diagnostic metadata only
fm03154,4,711,961,16,250,medium,frame tiling diagnostic metadata only
fm03154,5,961,1203,16,242,medium,frame tiling diagnostic metadata only
fm03154,6,1203,1315,16,112,medium,frame tiling diagnostic metadata only
fm03154,7,1315,1511,16,196,medium,frame tiling diagnostic metadata only
fm03154,8,1511,1625,16,114,medium,frame tiling diagnostic metadata only
fm03154,9,1625,1685,16,60,medium,frame tiling diagnostic metadata only
fm03154,10,1685,1716,16,31,medium,frame tiling diagnostic metadata only
fm03154,11,1716,1848,16,132,medium,frame tiling diagnostic metadata only
fm03154,12,1848,1866,16,18,medium,frame tiling diagnostic metadata only
fm03154,13,1866,2069,16,203,medium,frame tiling diagnostic metadata only
fm03154,14,2069,2179,16,110,medium,frame tiling diagnostic metadata only
fm03154,15,2179,2208,16,29,medium,frame tiling diagnostic metadata only
fm03154,16,2208,2415,16,207,medium,frame tiling diagnostic metadata only
fm03154,17,2415,2455,16,40,medium,frame tiling diagnostic metadata only
fm03154,18,2455,2611,16,156,medium,frame tiling diagnostic metadata only
fm03154,19,2611,2797,16,186,medium,frame tiling diagnostic metadata only
fm03154,20,2797,2969,16,172,medium,frame tiling diagnostic metadata only
fm03154,21,2969,3212,16,243,medium,frame tiling diagnostic metadata only
fm03154,22,3212,3274,16,62,medium,frame tiling diagnostic metadata only
fm03154,23,3274,3476,16,202,medium,frame tiling diagnostic metadata only
fm03154,24,3476,3682,16,206,medium,frame tiling diagnostic metadata only
fm03155,0,0,193,16,193,medium,frame tiling diagnostic metadata only
fm03155,1,193,398,16,205,medium,frame tiling diagnostic metadata only
fm03155,2,398,651,16,253,medium,frame tiling diagnostic metadata only
fm03155,3,651,711,16,60,medium,frame tiling diagnostic metadata only
fm03155,4,711,961,16,250,medium,frame tiling diagnostic metadata only
fm03155,5,961,1203,16,242,medium,frame tiling diagnostic metadata only
fm03155,6,1203,1315,16,112,medium,frame tiling diagnostic metadata only
fm03155,7,1315,1511,16,196,medium,frame tiling diagnostic metadata only
fm03155,8,1511,1625,16,114,medium,frame tiling diagnostic metadata only
fm03155,9,1625,1685,16,60,medium,frame tiling diagnostic metadata only
fm03155,10,1685,1716,16,31,medium,frame tiling diagnostic metadata only
fm03155,11,1716,1848,16,132,medium,frame tiling diagnostic metadata only
fm03155,12,1848,1866,16,18,medium,frame tiling diagnostic metadata only
fm03155,13,1866,2069,16,203,medium,frame tiling diagnostic metadata only
fm03155,14,2069,2179,16,110,medium,frame tiling diagnostic metadata only
fm03155,15,2179,2208,16,29,medium,frame tiling diagnostic metadata only
fm03155,16,2208,2415,16,207,medium,frame tiling diagnostic metadata only
fm03155,17,2415,2455,16,40,medium,frame tiling diagnostic metadata only
fm03155,18,2455,2611,16,156,medium,frame tiling diagnostic metadata only
fm03155,19,2611,2797,16,186,medium,frame tiling diagnostic metadata only
fm03155,20,2797,2969,16,172,medium,frame tiling diagnostic metadata only
fm03155,21,2969,3212,16,243,medium,frame tiling diagnostic metadata only
fm03155,22,3212,3274,16,62,medium,frame tiling diagnostic metadata only
fm03155,23,3274,3476,16,202,medium,frame tiling diagnostic metadata only
fm03155,24,3476,3682,16,206,medium,frame tiling diagnostic metadata only
fm03158,0,0,193,16,193,medium,frame tiling diagnostic metadata only
fm03158,1,193,398,16,205,medium,frame tiling diagnostic metadata only
fm03158,2,398,651,16,253,medium,frame tiling diagnostic metadata only
fm03158,3,651,711,16,60,medium,frame tiling diagnostic metadata only
fm03158,4,711,961,16,250,medium,frame tiling diagnostic metadata only
fm03158,5,961,1203,16,242,medium,frame tiling diagnostic metadata only
fm03158,6,1203,1315,16,112,medium,frame tiling diagnostic metadata only
fm03158,7,1315,1511,16,196,medium,frame tiling diagnostic metadata only
fm03158,8,1511,1625,16,114,medium,frame tiling diagnostic metadata only
fm03158,9,1625,1685,16,60,medium,frame tiling diagnostic metadata only
fm03158,10,1685,1716,16,31,medium,frame tiling diagnostic metadata only
fm03158,11,1716,1848,16,132,medium,frame tiling diagnostic metadata only
fm03158,12,1848,1866,16,18,medium,frame tiling diagnostic metadata only
fm03158,13,1866,2069,16,203,medium,frame tiling diagnostic metadata only
fm03158,14,2069,2179,16,110,medium,frame tiling diagnostic metadata only
fm03158,15,2179,2208,16,29,medium,frame tiling diagnostic metadata only
fm03158,16,2208,2415,16,207,medium,frame tiling diagnostic metadata only
fm03158,17,2415,2455,16,40,medium,frame tiling diagnostic metadata only
fm03158,18,2455,2611,16,156,medium,frame tiling diagnostic metadata only
fm03158,19,2611,2797,16,186,medium,frame tiling diagnostic metadata only
fm03158,20,2797,2969,16,172,medium,frame tiling diagnostic metadata only
fm03158,21,2969,3212,16,243,medium,frame tiling diagnostic metadata only
fm03158,22,3212,3274,16,62,medium,frame tiling diagnostic metadata only
fm03158,23,3274,3476,16,202,medium,frame tiling diagnostic metadata only
fm03158,24,3476,3682,16,206,medium,frame tiling diagnostic metadata only
fm03159,0,0,193,16,193,medium,frame tiling diagnostic metadata only
fm03159,1,193,398,16,205,medium,frame tiling diagnostic metadata only
fm03159,2,398,651,16,253,medium,frame tiling diagnostic metadata only
fm03159,3,651,711,16,60,medium,frame tiling diagnostic metadata only
fm03159,4,711,961,16,250,medium,frame tiling diagnostic metadata only
fm03159,5,961,1203,16,242,medium,frame tiling diagnostic metadata only
fm03159,6,1203,1315,16,112,medium,frame tiling diagnostic metadata only
fm03159,7,1315,1511,16,196,medium,frame tiling diagnostic metadata only
fm03159,8,1511,1625,16,114,medium,frame tiling diagnostic metadata only
fm03159,9,1625,1685,16,60,medium,frame tiling diagnostic metadata only
fm03159,10,1685,1716,16,31,medium,frame tiling diagnostic metadata only
fm03159,11,1716,1848,16,132,medium,frame tiling diagnostic metadata only
fm03159,12,1848,1866,16,18,medium,frame tiling diagnostic metadata only
fm03159,13,1866,2069,16,203,medium,frame tiling diagnostic metadata only
fm03159,14,2069,2179,16,110,medium,frame tiling diagnostic metadata only
fm03159,15,2179,2208,16,29,medium,frame tiling diagnostic metadata only
fm03159,16,2208,2415,16,207,medium,frame tiling diagnostic metadata only
fm03159,17,2415,2455,16,40,medium,frame tiling diagnostic metadata only
fm03159,18,2455,2611,16,156,medium,frame tiling diagnostic metadata only
fm03159,19,2611,2797,16,186,medium,frame tiling diagnostic metadata only
fm03159,20,2797,2969,16,172,medium,frame tiling diagnostic metadata only
fm03159,21,2969,3212,16,243,medium,frame tiling diagnostic metadata only
fm03159,22,3212,3274,16,62,medium,frame tiling diagnostic metadata only
fm03159,23,3274,3476,16,202,medium,frame tiling diagnostic metadata only
fm03159,24,3476,3682,16,206,medium,frame tiling diagnostic metadata only
fm03594,0,0,53,16,53,medium,frame tiling diagnostic metadata only
fm03594,1,53,296,16,243,medium,frame tiling diagnostic metadata only
fm03594,2,296,546,16,250,medium,frame tiling diagnostic metadata only
fm03594,3,546,759,16,213,medium,frame tiling diagnostic metadata only
fm03594,4,759,932,16,173,medium,frame tiling diagnostic metadata only
fm03594,5,932,964,16,32,medium,frame tiling diagnostic metadata only
fm03594,6,964,1049,16,85,medium,frame tiling diagnostic metadata only
fm03594,7,1049,1080,16,31,medium,frame tiling diagnostic metadata only
fm03594,8,1080,1290,16,210,medium,frame tiling diagnostic metadata only
fm03594,9,1290,1500,16,210,medium,frame tiling diagnostic metadata only
fm03594,10,1500,1604,16,104,medium,frame tiling diagnostic metadata only
fm03594,11,1604,1650,16,46,medium,frame tiling diagnostic metadata only
fm03594,12,1650,1865,16,215,medium,frame tiling diagnostic metadata only
fm03594,13,1865,1933,16,68,medium,frame tiling diagnostic metadata only
fm03594,14,1933,2184,16,251,medium,frame tiling diagnostic metadata only
fm03594,15,2184,2343,16,159,medium,frame tiling diagnostic metadata only
fm03594,16,2343,2362,16,19,medium,frame tiling diagnostic metadata only
fm03594,17,2362,2517,16,155,medium,frame tiling diagnostic metadata only
fm03594,18,2517,2741,16,224,medium,frame tiling diagnostic metadata only
fm03594,19,2741,2799,16,58,medium,frame tiling diagnostic metadata only
fm03594,20,2799,3000,16,201,medium,frame tiling diagnostic metadata only
fm03594,21,3000,3052,16,52,medium,frame tiling diagnostic metadata only
fm03594,22,3052,3211,16,159,medium,frame tiling diagnostic metadata only
fm03594,23,3211,3382,16,171,medium,frame tiling diagnostic metadata only
fm03594,24,3382,3436,16,54,medium,frame tiling diagnostic metadata only
fm03595,0,0,53,16,53,medium,frame tiling diagnostic metadata only
fm03595,1,53,296,16,243,medium,frame tiling diagnostic metadata only
fm03595,2,296,546,16,250,medium,frame tiling diagnostic metadata only
fm03595,3,546,759,16,213,medium,frame tiling diagnostic metadata only
fm03595,4,759,932,16,173,medium,frame tiling diagnostic metadata only
fm03595,5,932,964,16,32,medium,frame tiling diagnostic metadata only
fm03595,6,964,1049,16,85,medium,frame tiling diagnostic metadata only
fm03595,7,1049,1080,16,31,medium,frame tiling diagnostic metadata only
fm03595,8,1080,1290,16,210,medium,frame tiling diagnostic metadata only
fm03595,9,1290,1500,16,210,medium,frame tiling diagnostic metadata only
fm03595,10,1500,1604,16,104,medium,frame tiling diagnostic metadata only
fm03595,11,1604,1650,16,46,medium,frame tiling diagnostic metadata only
fm03595,12,1650,1865,16,215,medium,frame tiling diagnostic metadata only
fm03595,13,1865,1933,16,68,medium,frame tiling diagnostic metadata only
fm03595,14,1933,2184,16,251,medium,frame tiling diagnostic metadata only
fm03595,15,2184,2343,16,159,medium,frame tiling diagnostic metadata only
fm03595,16,2343,2362,16,19,medium,frame tiling diagnostic metadata only
fm03595,17,2362,2517,16,155,medium,frame tiling diagnostic metadata only
fm03595,18,2517,2741,16,224,medium,frame tiling diagnostic metadata only
fm03595,19,2741,2799,16,58,medium,frame tiling diagnostic metadata only
fm03595,20,2799,3000,16,201,medium,frame tiling diagnostic metadata only
fm03595,21,3000,3052,16,52,medium,frame tiling diagnostic metadata only
fm03595,22,3052,3211,16,159,medium,frame tiling diagnostic metadata only
fm03595,23,3211,3382,16,171,medium,frame tiling diagnostic metadata only
fm03595,24,3382,3436,16,54,medium,frame tiling diagnostic metadata only
fm03598,0,0,53,16,53,medium,frame tiling diagnostic metadata only
fm03598,1,53,296,16,243,medium,frame tiling diagnostic metadata only
fm03598,2,296,546,16,250,medium,frame tiling diagnostic metadata only
fm03598,3,546,759,16,213,medium,frame tiling diagnostic metadata only
fm03598,4,759,932,16,173,medium,frame tiling diagnostic metadata only
fm03598,5,932,964,16,32,medium,frame tiling diagnostic metadata only
fm03598,6,964,1049,16,85,medium,frame tiling diagnostic metadata only
fm03598,7,1049,1080,16,31,medium,frame tiling diagnostic metadata only
fm03598,8,1080,1290,16,210,medium,frame tiling diagnostic metadata only
fm03598,9,1290,1500,16,210,medium,frame tiling diagnostic metadata only
fm03598,10,1500,1604,16,104,medium,frame tiling diagnostic metadata only
fm03598,11,1604,1650,16,46,medium,frame tiling diagnostic metadata only
fm03598,12,1650,1865,16,215,medium,frame tiling diagnostic metadata only
fm03598,13,1865,1933,16,68,medium,frame tiling diagnostic metadata only
fm03598,14,1933,2184,16,251,medium,frame tiling diagnostic metadata only
fm03598,15,2184,2343,16,159,medium,frame tiling diagnostic metadata only
fm03598,16,2343,2362,16,19,medium,frame tiling diagnostic metadata only
fm03598,17,2362,2517,16,155,medium,frame tiling diagnostic metadata only
fm03598,18,2517,2741,16,224,medium,frame tiling diagnostic metadata only
fm03598,19,2741,2799,16,58,medium,frame tiling diagnostic metadata only
fm03598,20,2799,3000,16,201,medium,frame tiling diagnostic metadata only
fm03598,21,3000,3052,16,52,medium,frame tiling diagnostic metadata only
fm03598,22,3052,3211,16,159,medium,frame tiling diagnostic metadata only
fm03598,23,3211,3382,16,171,medium,frame tiling diagnostic metadata only
fm03598,24,3382,3436,16,54,medium,frame tiling diagnostic metadata only
fm03599,0,0,53,16,53,medium,frame tiling diagnostic metadata only
fm03599,1,53,296,16,243,medium,frame tiling diagnostic metadata only
fm03599,2,296,546,16,250,medium,frame tiling diagnostic metadata only
fm03599,3,546,759,16,213,medium,frame tiling diagnostic metadata only
fm03599,4,759,932,16,173,medium,frame tiling diagnostic metadata only
fm03599,5,932,964,16,32,medium,frame tiling diagnostic metadata only
fm03599,6,964,1049,16,85,medium,frame tiling diagnostic metadata only
fm03599,7,1049,1080,16,31,medium,frame tiling diagnostic metadata only
fm03599,8,1080,1290,16,210,medium,frame tiling diagnostic metadata only
fm03599,9,1290,1500,16,210,medium,frame tiling diagnostic metadata only
fm03599,10,1500,1604,16,104,medium,frame tiling diagnostic metadata only
fm03599,11,1604,1650,16,46,medium,frame tiling diagnostic metadata only
fm03599,12,1650,1865,16,215,medium,frame tiling diagnostic metadata only
fm03599,13,1865,1933,16,68,medium,frame tiling diagnostic metadata only
fm03599,14,1933,2184,16,251,medium,frame tiling diagnostic metadata only
fm03599,15,2184,2343,16,159,medium,frame tiling diagnostic metadata only
fm03599,16,2343,2362,16,19,medium,frame tiling diagnostic metadata only
fm03599,17,2362,2517,16,155,medium,frame tiling diagnostic metadata only
fm03599,18,2517,2741,16,224,medium,frame tiling diagnostic metadata only
fm03599,19,2741,2799,16,58,medium,frame tiling diagnostic metadata only
fm03599,20,2799,3000,16,201,medium,frame tiling diagnostic metadata only
fm03599,21,3000,3052,16,52,medium,frame tiling diagnostic metadata only
fm03599,22,3052,3211,16,159,medium,frame tiling diagnostic metadata only
fm03599,23,3211,3382,16,171,medium,frame tiling diagnostic metadata only
fm03599,24,3382,3436,16,54,medium,frame tiling diagnostic metadata only
fm03442,0,0,27,16,27,medium,frame tiling diagnostic metadata only
fm03442,1,27,228,16,201,medium,frame tiling diagnostic metadata only
fm03442,2,228,321,16,93,medium,frame tiling diagnostic metadata only
fm03442,3,321,502,16,181,medium,frame tiling diagnostic metadata only
fm03442,4,502,659,16,157,medium,frame tiling diagnostic metadata only
fm03442,5,659,896,16,237,medium,frame tiling diagnostic metadata only
fm03442,6,896,954,16,58,medium,frame tiling diagnostic metadata only
fm03442,7,954,1057,16,103,medium,frame tiling diagnostic metadata only
