model_id,frame_index,stream_offset_start,stream_offset_end,header_size,frame_len,confidence,reason
fm03442,8,1057,1176,16,119,medium,frame tiling diagnostic metadata only
fm03442,9,1176,1241,16,65,medium,frame tiling diagnostic metadata only
fm03442,10,1241,1426,16,185,medium,frame tiling diagnostic metadata only
fm03442,11,1426,1599,16,173,medium,frame tiling diagnostic metadata only
fm03442,12,1599,1720,16,121,medium,frame tiling diagnostic metadata only
fm03442,13,1720,1768,16,48,medium,frame tiling diagnostic metadata only
fm03442,14,1768,1831,16,63,medium,frame tiling diagnostic metadata only
fm03442,15,1831,1907,16,76,medium,frame tiling diagnostic metadata only
fm03442,16,1907,2107,16,200,medium,frame tiling diagnostic metadata only
fm03442,17,2107,2238,16,131,medium,frame tiling diagnostic metadata only
fm03442,18,2238,2381,16,143,medium,frame tiling diagnostic metadata only
fm03442,19,2381,2488,16,107,medium,frame tiling diagnostic metadata only
fm03442,20,2488,2707,16,219,medium,frame tiling diagnostic metadata only
fm03442,21,2707,2790,16,83,medium,frame tiling diagnostic metadata only
fm03442,22,2790,2810,16,20,medium,frame tiling diagnostic metadata only
fm03442,23,2810,3023,16,213,medium,frame tiling diagnostic metadata only
fm03442,24,3023,3042,16,19,medium,frame tiling diagnostic metadata only
fm03443,0,0,27,16,27,medium,frame tiling diagnostic metadata only
fm03443,1,27,228,16,201,medium,frame tiling diagnostic metadata only
fm03443,2,228,321,16,93,medium,frame tiling diagnostic metadata only
fm03443,3,321,502,16,181,medium,frame tiling diagnostic metadata only
fm03443,4,502,659,16,157,medium,frame tiling diagnostic metadata only
fm03443,5,659,896,16,237,medium,frame tiling diagnostic metadata only
fm03443,6,896,954,16,58,medium,frame tiling diagnostic metadata only
fm03443,7,954,1057,16,103,medium,frame tiling diagnostic metadata only
fm03443,8,1057,1176,16,119,medium,frame tiling diagnostic metadata only
fm03443,9,1176,1241,16,65,medium,frame tiling diagnostic metadata only
fm03443,10,1241,1426,16,185,medium,frame tiling diagnostic metadata only
fm03443,11,1426,1599,16,173,medium,frame tiling diagnostic metadata only
fm03443,12,1599,1720,16,121,medium,frame tiling diagnostic metadata only
fm03443,13,1720,1768,16,48,medium,frame tiling diagnostic metadata only
fm03443,14,1768,1831,16,63,medium,frame tiling diagnostic metadata only
fm03443,15,1831,1907,16,76,medium,frame tiling diagnostic metadata only
fm03443,16,1907,2107,16,200,medium,frame tiling diagnostic metadata only
fm03443,17,2107,2238,16,131,medium,frame tiling diagnostic metadata only
fm03443,18,2238,2381,16,143,medium,frame tiling diagnostic metadata only
fm03443,19,2381,2488,16,107,medium,frame tiling diagnostic metadata only
fm03443,20,2488,2707,16,219,medium,frame tiling diagnostic metadata only
fm03443,21,2707,2790,16,83,medium,frame tiling diagnostic metadata only
fm03443,22,2790,2810,16,20,medium,frame tiling diagnostic metadata only
fm03443,23,2810,3023,16,213,medium,frame tiling diagnostic metadata only
fm03443,24,3023,3042,16,19,medium,frame tiling diagnostic metadata only
fm03446,0,0,27,16,27,medium,frame tiling diagnostic metadata only
fm03446,1,27,228,16,201,medium,frame tiling diagnostic metadata only
fm03446,2,228,321,16,93,medium,frame tiling diagnostic metadata only
fm03446,3,321,502,16,181,medium,frame tiling diagnostic metadata only
fm03446,4,502,659,16,157,medium,frame tiling diagnostic metadata only
fm03446,5,659,896,16,237,medium,frame tiling diagnostic metadata only
fm03446,6,896,954,16,58,medium,frame tiling diagnostic metadata only
fm03446,7,954,1057,16,103,medium,frame tiling diagnostic metadata only
fm03446,8,1057,1176,16,119,medium,frame tiling diagnostic metadata only
fm03446,9,1176,1241,16,65,medium,frame tiling diagnostic metadata only
fm03446,10,1241,1426,16,185,medium,frame tiling diagnostic metadata only
fm03446,11,1426,1599,16,173,medium,frame tiling diagnostic metadata only
fm03446,12,1599,1720,16,121,medium,frame tiling diagnostic metadata only
fm03446,13,1720,1768,16,48,medium,frame tiling diagnostic metadata only
fm03446,14,1768,1831,16,63,medium,frame tiling diagnostic metadata only
fm03446,15,1831,1907,16,76,medium,frame tiling diagnostic metadata only
fm03446,16,1907,2107,16,200,medium,frame tiling diagnostic metadata only
fm03446,17,2107,2238,16,131,medium,frame tiling diagnostic metadata only
fm03446,18,2238,2381,16,143,medium,frame tiling diagnostic metadata only
fm03446,19,2381,2488,16,107,medium,frame tiling diagnostic metadata only
fm03446,20,2488,2707,16,219,medium,frame tiling diagnostic metadata only
fm03446,21,2707,2790,16,83,medium,frame tiling diagnostic metadata only
fm03446,22,2790,2810,16,20,medium,frame tiling diagnostic metadata only
fm03446,23,2810,3023,16,213,medium,frame tiling diagnostic metadata only
fm03446,24,3023,3042,16,19,medium,frame tiling diagnostic metadata only
fm03447,0,0,27,16,27,medium,frame tiling diagnostic metadata only
fm03447,1,27,228,16,201,medium,frame tiling diagnostic metadata only
fm03447,2,228,321,16,93,medium,frame tiling diagnostic metadata only
fm03447,3,321,502,16,181,medium,frame tiling diagnostic metadata only
fm03447,4,502,659,16,157,medium,frame tiling diagnostic metadata only
fm03447,5,659,896,16,237,medium,frame tiling diagnostic metadata only
fm03447,6,896,954,16,58,medium,frame tiling diagnostic metadata only
fm03447,7,954,1057,16,103,medium,frame tiling diagnostic metadata only
fm03447,8,1057,1176,16,119,medium,frame tiling diagnostic metadata only
fm03447,9,1176,1241,16,65,medium,frame tiling diagnostic metadata only
fm03447,10,1241,1426,16,185,medium,frame tiling diagnostic metadata only
fm03447,11,1426,1599,16,173,medium,frame tiling diagnostic metadata only
fm03447,12,1599,1720,16,121,medium,frame tiling diagnostic metadata only
fm03447,13,1720,1768,16,48,medium,frame tiling diagnostic metadata only
fm03447,14,1768,1831,16,63,medium,frame tiling diagnostic metadata only
fm03447,15,1831,1907,16,76,medium,frame tiling diagnostic metadata only
fm03447,16,1907,2107,16,200,medium,frame tiling diagnostic metadata only
fm03447,17,2107,2238,16,131,medium,frame tiling diagnostic metadata only
fm03447,18,2238,2381,16,143,medium,frame tiling diagnostic metadata only
fm03447,19,2381,2488,16,107,medium,frame tiling diagnostic metadata only
fm03447,20,2488,2707,16,219,medium,frame tiling diagnostic metadata only
fm03447,21,2707,2790,16,83,medium,frame tiling diagnostic metadata only
fm03447,22,2790,2810,16,20,medium,frame tiling diagnostic metadata only
fm03447,23,2810,3023,16,213,medium,frame tiling diagnostic metadata only
fm03447,24,3023,3042,16,19,medium,frame tiling diagnostic metadata only
fm03153,0,0,193,16,193,medium,frame tiling diagnostic metadata only
fm03153,1,193,398,16,205,medium,frame tiling diagnostic metadata only
fm03153,2,398,651,16,253,medium,frame tiling diagnostic metadata only
fm03153,3,651,711,16,60,medium,frame tiling diagnostic metadata only
fm03153,4,711,961,16,250,medium,frame tiling diagnostic metadata only
fm03153,5,961,1203,16,242,medium,frame tiling diagnostic metadata only
fm03153,6,1203,1315,16,112,medium,frame tiling diagnostic metadata only
fm03153,7,1315,1511,16,196,medium,frame tiling diagnostic metadata only
fm03153,8,1511,1625,16,114,medium,frame tiling diagnostic metadata only
fm03153,9,1625,1685,16,60,medium,frame tiling diagnostic metadata only
fm03153,10,1685,1716,16,31,medium,frame tiling diagnostic metadata only
fm03153,11,1716,1848,16,132,medium,frame tiling diagnostic metadata only
fm03153,12,1848,1866,16,18,medium,frame tiling diagnostic metadata only
fm03153,13,1866,2069,16,203,medium,frame tiling diagnostic metadata only
fm03153,14,2069,2179,16,110,medium,frame tiling diagnostic metadata only
fm03153,15,2179,2208,16,29,medium,frame tiling diagnostic metadata only
fm03153,16,2208,2415,16,207,medium,frame tiling diagnostic metadata only
fm03153,17,2415,2455,16,40,medium,frame tiling diagnostic metadata only
fm03153,18,2455,2611,16,156,medium,frame tiling diagnostic metadata only
fm03153,19,2611,2797,16,186,medium,frame tiling diagnostic metadata only
fm03153,20,2797,2969,16,172,medium,frame tiling diagnostic metadata only
fm03153,21,2969,3212,16,243,medium,frame tiling diagnostic metadata only
fm03153,22,3212,3274,16,62,medium,frame tiling diagnostic metadata only
fm03153,23,3274,3476,16,202,medium,frame tiling diagnostic metadata only
fm03153,24,3476,3682,16,206,medium,frame tiling diagnostic metadata only
fm03157,0,0,193,16,193,medium,frame tiling diagnostic metadata only
fm03157,1,193,398,16,205,medium,frame tiling diagnostic metadata only
fm03157,2,398,651,16,253,medium,frame tiling diagnostic metadata only
fm03157,3,651,711,16,60,medium,frame tiling diagnostic metadata only
fm03157,4,711,961,16,250,medium,frame tiling diagnostic metadata only
fm03157,5,961,1203,16,242,medium,frame tiling diagnostic metadata only
fm03157,6,1203,1315,16,112,medium,frame tiling diagnostic metadata only
fm03157,7,1315,1511,16,196,medium,frame tiling diagnostic metadata only
fm03157,8,1511,1625,16,114,medium,frame tiling diagnostic metadata only
fm03157,9,1625,1685,16,60,medium,frame tiling diagnostic metadata only
fm03157,10,1685,1716,16,31,medium,frame tiling diagnostic metadata only
fm03157,11,1716,1848,16,132,medium,frame tiling diagnostic metadata only
fm03157,12,1848,1866,16,18,medium,frame tiling diagnostic metadata only
fm03157,13,1866,2069,16,203,medium,frame tiling diagnostic metadata only
fm03157,14,2069,2179,16,110,medium,frame tiling diagnostic metadata only
fm03157,15,2179,2208,16,29,medium,frame tiling diagnostic metadata only
fm03157,16,2208,2415,16,207,medium,frame tiling diagnostic metadata only
fm03157,17,2415,2455,16,40,medium,frame tiling diagnostic metadata only
fm03157,18,2455,2611,16,156,medium,frame tiling diagnostic metadata only
fm03157,19,2611,2797,16,186,medium,frame tiling diagnostic metadata only
fm03157,20,2797,2969,16,172,medium,frame tiling diagnostic metadata only
fm03157,21,2969,3212,16,243,medium,frame tiling diagnostic metadata only
fm03157,22,3212,3274,16,62,medium,frame tiling diagnostic metadata only
fm03157,23,3274,3476,16,202,medium,frame tiling diagnostic metadata only
fm03157,24,3476,3682,16,206,medium,frame tiling diagnostic metadata only
fm03506,0,0,191,16,191,medium,frame tiling diagnostic metadata only
fm03506,1,191,229,16,38,medium,frame tiling diagnostic metadata only
fm03506,2,229,302,16,73,medium,frame tiling diagnostic metadata only
fm03506,3,302,437,16,135,medium,frame tiling diagnostic metadata only
fm03506,4,437,468,16,31,medium,frame tiling diagnostic metadata only
fm03506,5,468,550,16,82,medium,frame tiling diagnostic metadata only
fm03506,6,550,626,16,76,medium,frame tiling diagnostic metadata only
fm03506,7,626,749,16,123,medium,frame tiling diagnostic metadata only
fm03506,8,749,875,16,126,medium,frame tiling diagnostic metadata only
fm03506,9,875,924,16,49,medium,frame tiling diagnostic metadata only
fm03506,10,924,1081,16,157,medium,frame tiling diagnostic metadata only
fm03506,11,1081,1322,16,241,medium,frame tiling diagnostic metadata only
fm03506,12,1322,1568,16,246,medium,frame tiling diagnostic metadata only
fm03506,13,1568,1799,16,231,medium,frame tiling diagnostic metadata only
fm03506,14,1799,1820,16,21,medium,frame tiling diagnostic metadata only
fm03506,15,1820,1891,16,71,medium,frame tiling diagnostic metadata only
fm03506,16,1891,1909,16,18,medium,frame tiling diagnostic metadata only
fm03506,17,1909,2098,16,189,medium,frame tiling diagnostic metadata only
fm03506,18,2098,2128,16,30,medium,frame tiling diagnostic metadata only
fm03506,19,2128,2364,16,236,medium,frame tiling diagnostic metadata only
fm03506,20,2364,2438,16,74,medium,frame tiling diagnostic metadata only
fm03506,21,2438,2596,16,158,medium,frame tiling diagnostic metadata only
fm03506,22,2596,2682,16,86,medium,frame tiling diagnostic metadata only
fm03506,23,2682,2868,16,186,medium,frame tiling diagnostic metadata only
fm03506,24,2868,2975,16,107,medium,frame tiling diagnostic metadata only
fm03507,0,0,191,16,191,medium,frame tiling diagnostic metadata only
fm03507,1,191,229,16,38,medium,frame tiling diagnostic metadata only
fm03507,2,229,302,16,73,medium,frame tiling diagnostic metadata only
fm03507,3,302,437,16,135,medium,frame tiling diagnostic metadata only
fm03507,4,437,468,16,31,medium,frame tiling diagnostic metadata only
fm03507,5,468,550,16,82,medium,frame tiling diagnostic metadata only
fm03507,6,550,626,16,76,medium,frame tiling diagnostic metadata only
fm03507,7,626,749,16,123,medium,frame tiling diagnostic metadata only
fm03507,8,749,875,16,126,medium,frame tiling diagnostic metadata only
fm03507,9,875,924,16,49,medium,frame tiling diagnostic metadata only
fm03507,10,924,1081,16,157,medium,frame tiling diagnostic metadata only
fm03507,11,1081,1322,16,241,medium,frame tiling diagnostic metadata only
fm03507,12,1322,1568,16,246,medium,frame tiling diagnostic metadata only
fm03507,13,1568,1799,16,231,medium,frame tiling diagnostic metadata only
fm03507,14,1799,1820,16,21,medium,frame tiling diagnostic metadata only
fm03507,15,1820,1891,16,71,medium,frame tiling diagnostic metadata only
fm03507,16,1891,1909,16,18,medium,frame tiling diagnostic metadata only
fm03507,17,1909,2098,16,189,medium,frame tiling diagnostic metadata only
fm03507,18,2098,2128,16,30,medium,frame tiling diagnostic metadata only
fm03507,19,2128,2364,16,236,medium,frame tiling diagnostic metadata only
fm03507,20,2364,2438,16,74,medium,frame tiling diagnostic metadata only
fm03507,21,2438,2596,16,158,medium,frame tiling diagnostic metadata only
fm03507,22,2596,2682,16,86,medium,frame tiling diagnostic metadata only
fm03507,23,2682,2868,16,186,medium,frame tiling diagnostic metadata only
fm03507,24,2868,2975,16,107,medium,frame tiling diagnostic metadata only
fm03510,0,0,191,16,191,medium,frame tiling diagnostic metadata only
fm03510,1,191,229,16,38,medium,frame tiling diagnostic metadata only
fm03510,2,229,302,16,73,medium,frame tiling diagnostic metadata only
fm03510,3,302,437,16,135,medium,frame tiling diagnostic metadata only
fm03510,4,437,468,16,31,medium,frame tiling diagnostic metadata only
fm03510,5,468,550,16,82,medium,frame tiling diagnostic metadata only
fm03510,6,550,626,16,76,medium,frame tiling diagnostic metadata only
fm03510,7,626,749,16,123,medium,frame tiling diagnostic metadata only
fm03510,8,749,875,16,126,medium,frame tiling diagnostic metadata only
fm03510,9,875,924,16,49,medium,frame tiling diagnostic metadata only
fm03510,10,924,1081,16,157,medium,frame tiling diagnostic metadata only
fm03510,11,1081,1322,16,241,medium,frame tiling diagnostic metadata only
fm03510,12,1322,1568,16,246,medium,frame tiling diagnostic metadata only
fm03510,13,1568,1799,16,231,medium,frame tiling diagnostic metadata only
fm03510,14,1799,1820,16,21,medium,frame tiling diagnostic metadata only
fm03510,15,1820,1891,16,71,medium,frame tiling diagnostic metadata only
fm03510,16,1891,1909,16,18,medium,frame tiling diagnostic metadata only
fm03510,17,1909,2098,16,189,medium,frame tiling diagnostic metadata only
fm03510,18,2098,2128,16,30,medium,frame tiling diagnostic metadata only
fm03510,19,2128,2364,16,236,medium,frame tiling diagnostic metadata only
fm03510,20,2364,2438,16,74,medium,frame tiling diagnostic metadata only
fm03510,21,2438,2596,16,158,medium,frame tiling diagnostic metadata only
fm03510,22,2596,2682,16,86,medium,frame tiling diagnostic metadata only
fm03510,23,2682,2868,16,186,medium,frame tiling diagnostic metadata only
fm03510,24,2868,2975,16,107,medium,frame tiling diagnostic metadata only
fm03511,0,0,191,16,191,medium,frame tiling diagnostic metadata only
fm03511,1,191,229,16,38,medium,frame tiling diagnostic metadata only
fm03511,2,229,302,16,73,medium,frame tiling diagnostic metadata only
fm03511,3,302,437,16,135,medium,frame tiling diagnostic metadata only
fm03511,4,437,468,16,31,medium,frame tiling diagnostic metadata only
fm03511,5,468,550,16,82,medium,frame tiling diagnostic metadata only
fm03511,6,550,626,16,76,medium,frame tiling diagnostic metadata only
fm03511,7,626,749,16,123,medium,frame tiling diagnostic metadata only
fm03511,8,749,875,16,126,medium,frame tiling diagnostic metadata only
fm03511,9,875,924,16,49,medium,frame tiling diagnostic metadata only
fm03511,10,924,1081,16,157,medium,frame tiling diagnostic metadata only
fm03511,11,1081,1322,16,241,medium,frame tiling diagnostic metadata only
fm03511,12,1322,1568,16,246,medium,frame tiling diagnostic metadata only
fm03511,13,1568,1799,16,231,medium,frame tiling diagnostic metadata only
fm03511,14,1799,1820,16,21,medium,frame tiling diagnostic metadata only
fm03511,15,1820,1891,16,71,medium,frame tiling diagnostic metadata only
fm03511,16,1891,1909,16,18,medium,frame tiling diagnostic metadata only
fm03511,17,1909,2098,16,189,medium,frame tiling diagnostic metadata only
fm03511,18,2098,2128,16,30,medium,frame tiling diagnostic metadata only
fm03511,19,2128,2364,16,236,medium,frame tiling diagnostic metadata only
fm03511,20,2364,2438,16,74,medium,frame tiling diagnostic metadata only
fm03511,21,2438,2596,16,158,medium,frame tiling diagnostic metadata only
fm03511,22,2596,2682,16,86,medium,frame tiling diagnostic metadata only
fm03511,23,2682,2868,16,186,medium,frame tiling diagnostic metadata only
fm03511,24,2868,2975,16,107,medium,frame tiling diagnostic metadata only
fm03156,0,0,193,16,193,medium,frame tiling diagnostic metadata only
fm03156,1,193,398,16,205,medium,frame tiling diagnostic metadata only
fm03156,2,398,651,16,253,medium,frame tiling diagnostic metadata only
fm03156,3,651,711,16,60,medium,frame tiling diagnostic metadata only
fm03156,4,711,961,16,250,medium,frame tiling diagnostic metadata only
fm03156,5,961,1203,16,242,medium,frame tiling diagnostic metadata only
fm03156,6,1203,1315,16,112,medium,frame tiling diagnostic metadata only
fm03156,7,1315,1511,16,196,medium,frame tiling diagnostic metadata only
fm03156,8,1511,1625,16,114,medium,frame tiling diagnostic metadata only
fm03156,9,1625,1685,16,60,medium,frame tiling diagnostic metadata only
fm03156,10,1685,1716,16,31,medium,frame tiling diagnostic metadata only
fm03156,11,1716,1848,16,132,medium,frame tiling diagnostic metadata only
fm03156,12,1848,1866,16,18,medium,frame tiling diagnostic metadata only
fm03156,13,1866,2069,16,203,medium,frame tiling diagnostic metadata only
fm03156,14,2069,2179,16,110,medium,frame tiling diagnostic metadata only
fm03156,15,2179,2208,16,29,medium,frame tiling diagnostic metadata only
fm03156,16,2208,2415,16,207,medium,frame tiling diagnostic metadata only
fm03156,17,2415,2455,16,40,medium,frame tiling diagnostic metadata only
fm03156,18,2455,2611,16,156,medium,frame tiling diagnostic metadata only
fm03156,19,2611,2797,16,186,medium,frame tiling diagnostic metadata only
fm03156,20,2797,2969,16,172,medium,frame tiling diagnostic metadata only
fm03156,21,2969,3212,16,243,medium,frame tiling diagnostic metadata only
fm03156,22,3212,3274,16,62,medium,frame tiling diagnostic metadata only
fm03156,23,3274,3476,16,202,medium,frame tiling diagnostic metadata only
fm03156,24,3476,3682,16,206,medium,frame tiling diagnostic metadata only
fm03160,0,0,193,16,193,medium,frame tiling diagnostic metadata only
fm03160,1,193,398,16,205,medium,frame tiling diagnostic metadata only
fm03160,2,398,651,16,253,medium,frame tiling diagnostic metadata only
fm03160,3,651,711,16,60,medium,frame tiling diagnostic metadata only
fm03160,4,711,961,16,250,medium,frame tiling diagnostic metadata only
fm03160,5,961,1203,16,242,medium,frame tiling diagnostic metadata only
fm03160,6,1203,1315,16,112,medium,frame tiling diagnostic metadata only
fm03160,7,1315,1511,16,196,medium,frame tiling diagnostic metadata only
fm03160,8,1511,1625,16,114,medium,frame tiling diagnostic metadata only
fm03160,9,1625,1685,16,60,medium,frame tiling diagnostic metadata only
fm03160,10,1685,1716,16,31,medium,frame tiling diagnostic metadata only
fm03160,11,1716,1848,16,132,medium,frame tiling diagnostic metadata only
fm03160,12,1848,1866,16,18,medium,frame tiling diagnostic metadata only
fm03160,13,1866,2069,16,203,medium,frame tiling diagnostic metadata only
fm03160,14,2069,2179,16,110,medium,frame tiling diagnostic metadata only
fm03160,15,2179,2208,16,29,medium,frame tiling diagnostic metadata only
fm03160,16,2208,2415,16,207,medium,frame tiling diagnostic metadata only
fm03160,17,2415,2455,16,40,medium,frame tiling diagnostic metadata only
fm03160,18,2455,2611,16,156,medium,frame tiling diagnostic metadata only
fm03160,19,2611,2797,16,186,medium,frame tiling diagnostic metadata only
fm03160,20,2797,2969,16,172,medium,frame tiling diagnostic metadata only
fm03160,21,2969,3212,16,243,medium,frame tiling diagnostic metadata only
fm03160,22,3212,3274,16,62,medium,frame tiling diagnostic metadata only
fm03160,23,3274,3476,16,202,medium,frame tiling diagnostic metadata only
fm03160,24,3476,3682,16,206,medium,frame tiling diagnostic metadata only
fm03593,0,0,53,16,53,medium,frame tiling diagnostic metadata only
fm03593,1,53,296,16,243,medium,frame tiling diagnostic metadata only
fm03593,2,296,546,16,250,medium,frame tiling diagnostic metadata only
fm03593,3,546,759,16,213,medium,frame tiling diagnostic metadata only
fm03593,4,759,932,16,173,medium,frame tiling diagnostic metadata only
fm03593,5,932,964,16,32,medium,frame tiling diagnostic metadata only
fm03593,6,964,1049,16,85,medium,frame tiling diagnostic metadata only
fm03593,7,1049,1080,16,31,medium,frame tiling diagnostic metadata only
fm03593,8,1080,1290,16,210,medium,frame tiling diagnostic metadata only
fm03593,9,1290,1500,16,210,medium,frame tiling diagnostic metadata only
fm03593,10,1500,1604,16,104,medium,frame tiling diagnostic metadata only
fm03593,11,1604,1650,16,46,medium,frame tiling diagnostic metadata only
fm03593,12,1650,1865,16,215,medium,frame tiling diagnostic metadata only
fm03593,13,1865,1933,16,68,medium,frame tiling diagnostic metadata only
fm03593,14,1933,2184,16,251,medium,frame tiling diagnostic metadata only
fm03593,15,2184,2343,16,159,medium,frame tiling diagnostic metadata only
fm03593,16,2343,2362,16,19,medium,frame tiling diagnostic metadata only
fm03593,17,2362,2517,16,155,medium,frame tiling diagnostic metadata only
fm03593,18,2517,2741,16,224,medium,frame tiling diagnostic metadata only
fm03593,19,2741,2799,16,58,medium,frame tiling diagnostic metadata only
fm03593,20,2799,3000,16,201,medium,frame tiling diagnostic metadata only
fm03593,21,3000,3052,16,52,medium,frame tiling diagnostic metadata only
fm03593,22,3052,3211,16,159,medium,frame tiling diagnostic metadata only
fm03593,23,3211,3382,16,171,medium,frame tiling diagnostic metadata only
fm03593,24,3382,3436,16,54,medium,frame tiling diagnostic metadata only
fm03596,0,0,53,16,53,medium,frame tiling diagnostic metadata only
fm03596,1,53,296,16,243,medium,frame tiling diagnostic metadata only
fm03596,2,296,546,16,250,medium,frame tiling diagnostic metadata only
fm03596,3,546,759,16,213,medium,frame tiling diagnostic metadata only
fm03596,4,759,932,16,173,medium,frame tiling diagnostic metadata only
fm03596,5,932,964,16,32,medium,frame tiling diagnostic metadata only
fm03596,6,964,1049,16,85,medium,frame tiling diagnostic metadata only
fm03596,7,1049,1080,16,31,medium,frame tiling diagnostic metadata only
fm03596,8,1080,1290,16,210,medium,frame tiling diagnostic metadata only
fm03596,9,1290,1500,16,210,medium,frame tiling diagnostic metadata only
fm03596,10,1500,1604,16,104,medium,frame tiling diagnostic metadata only
fm03596,11,1604,1650,16,46,medium,frame tiling diagnostic metadata only
fm03596,12,1650,1865,16,215,medium,frame tiling diagnostic metadata only
fm03596,13,1865,1933,16,68,medium,frame tiling diagnostic metadata only
fm03596,14,1933,2184,16,251,medium,frame tiling diagnostic metadata only
fm03596,15,2184,2343,16,159,medium,frame tiling diagnostic metadata only
fm03596,16,2343,2362,16,19,medium,frame tiling diagnostic metadata only
fm03596,17,2362,2517,16,155,medium,frame tiling diagnostic metadata only
fm03596,18,2517,2741,16,224,medium,frame tiling diagnostic metadata only
fm03596,19,2741,2799,16,58,medium,frame tiling diagnostic metadata only
fm03596,20,2799,3000,16,201,medium,frame tiling diagnostic metadata only
fm03596,21,3000,3052,16,52,medium,frame tiling diagnostic metadata only
fm03596,22,3052,3211,16,159,medium,frame tiling diagnostic metadata only
fm03596,23,3211,3382,16,171,medium,frame tiling diagnostic metadata only
fm03596,24,3382,3436,16,54,medium,frame tiling diagnostic metadata only
fm03597,0,0,53,16,53,medium,frame tiling diagnostic metadata only
fm03597,1,53,296,16,243,medium,frame tiling diagnostic metadata only
fm03597,2,296,546,16,250,medium,frame tiling diagnostic metadata only
fm03597,3,546,759,16,213,medium,frame tiling diagnostic metadata only
fm03597,4,759,932,16,173,medium,frame tiling diagnostic metadata only
fm03597,5,932,964,16,32,medium,frame tiling diagnostic metadata only
fm03597,6,964,1049,16,85,medium,frame tiling diagnostic metadata only
fm03597,7,1049,1080,16,31,medium,frame tiling diagnostic metadata only
fm03597,8,1080,1290,16,210,medium,frame tiling diagnostic metadata only
fm03597,9,1290,1500,16,210,medium,frame tiling diagnostic metadata only
fm03597,10,1500,1604,16,104,medium,frame tiling diagnostic metadata only
fm03597,11,1604,1650,16,46,medium,frame tiling diagnostic metadata only
fm03597,12,1650,1865,16,215,medium,frame tiling diagnostic metadata only
fm03597,13,1865,1933,16,68,medium,frame tiling diagnostic metadata only
fm03597,14,1933,2184,16,251,medium,frame tiling diagnostic metadata only
fm03597,15,2184,2343,16,159,medium,frame tiling diagnostic metadata only
fm03597,16,2343,2362,16,19,medium,frame tiling diagnostic metadata only
fm03597,17,2362,2517,16,155,medium,frame tiling diagnostic metadata only
fm03597,18,2517,2741,16,224,medium,frame tiling diagnostic metadata only
fm03597,19,2741,2799,16,58,medium,frame tiling diagnostic metadata only
fm03597,20,2799,3000,16,201,medium,frame tiling diagnostic metadata only
fm03597,21,3000,3052,16,52,medium,frame tiling diagnostic metadata only
fm03597,22,3052,3211,16,159,medium,frame tiling diagnostic metadata only
fm03597,23,3211,3382,16,171,medium,frame tiling diagnostic metadata only
fm03597,24,3382,3436,16,54,medium,frame tiling diagnostic metadata only
fm03600,0,0,53,16,53,medium,frame tiling diagnostic metadata only
fm03600,1,53,296,16,243,medium,frame tiling diagnostic metadata only
fm03600,2,296,546,16,250,medium,frame tiling diagnostic metadata only
fm03600,3,546,759,16,213,medium,frame tiling diagnostic metadata only
fm03600,4,759,932,16,173,medium,frame tiling diagnostic metadata only
fm03600,5,932,964,16,32,medium,frame tiling diagnostic metadata only
fm03600,6,964,1049,16,85,medium,frame tiling diagnostic metadata only
fm03600,7,1049,1080,16,31,medium,frame tiling diagnostic metadata only
fm03600,8,1080,1290,16,210,medium,frame tiling diagnostic metadata only
fm03600,9,1290,1500,16,210,medium,frame tiling diagnostic metadata only
fm03600,10,1500,1604,16,104,medium,frame tiling diagnostic metadata only
fm03600,11,1604,1650,16,46,medium,frame tiling diagnostic metadata only
fm03600,12,1650,1865,16,215,medium,frame tiling diagnostic metadata only
fm03600,13,1865,1933,16,68,medium,frame tiling diagnostic metadata only
fm03600,14,1933,2184,16,251,medium,frame tiling diagnostic metadata only
fm03600,15,2184,2343,16,159,medium,frame tiling diagnostic metadata only
fm03600,16,2343,2362,16,19,medium,frame tiling diagnostic metadata only
fm03600,17,2362,2517,16,155,medium,frame tiling diagnostic metadata only
fm03600,18,2517,2741,16,224,medium,frame tiling diagnostic metadata only
fm03600,19,2741,2799,16,58,medium,frame tiling diagnostic metadata only
fm03600,20,2799,3000,16,201,medium,frame tiling diagnostic metadata only
fm03600,21,3000,3052,16,52,medium,frame tiling diagnostic metadata only
fm03600,22,3052,3211,16,159,medium,frame tiling diagnostic metadata only
fm03600,23,3211,3382,16,171,medium,frame tiling diagnostic metadata only
fm03600,24,3382,3436,16,54,medium,frame tiling diagnostic metadata only
fm03538,0,0,194,16,194,medium,frame tiling diagnostic metadata only
fm03538,1,194,305,16,111,medium,frame tiling diagnostic metadata only
fm03538,2,305,352,16,47,medium,frame tiling diagnostic metadata only
fm03538,3,352,539,16,187,medium,frame tiling diagnostic metadata only
fm03538,4,539,570,16,31,medium,frame tiling diagnostic metadata only
fm03538,5,570,633,16,63,medium,frame tiling diagnostic metadata only
fm03538,6,633,780,16,147,medium,frame tiling diagnostic metadata only
fm03538,7,780,1009,16,229,medium,frame tiling diagnostic metadata only
fm03538,8,1009,1260,16,251,medium,frame tiling diagnostic metadata only
fm03538,9,1260,1484,16,224,medium,frame tiling diagnostic metadata only
fm03538,10,1484,1519,16,35,medium,frame tiling diagnostic metadata only
fm03538,11,1519,1543,16,24,medium,frame tiling diagnostic metadata only
fm03538,12,1543,1790,16,247,medium,frame tiling diagnostic metadata only
