marker_index,marker_text,marker_len_ascii,occurrence_index,flow_role,server_port,window_sec,packet_order,frame,time_delta_ms,direction,tcp_len,is_payload_packet,burst_group,reason
7,S2C_A_0004_XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,51,1,chat_sidechannel_candidate,10242,10,5,704,299,S2C,179,true,near_s2c,safe packet-window metadata only
7,S2C_A_0004_XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,51,1,chat_sidechannel_candidate,10242,10,6,714,6459,C2S,22,true,post_c2s,safe packet-window metadata only
8,S2C_A_0004_XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,51,2,world_game_candidate,7780,3,1,716,-522,S2C,133,true,near_s2c,safe packet-window metadata only
8,S2C_A_0004_XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,51,2,world_game_candidate,7780,3,2,718,1058,S2C,21,true,post_s2c,safe packet-window metadata only
8,S2C_A_0004_XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,51,2,world_game_candidate,7780,3,3,720,1080,S2C,15,true,post_s2c,safe packet-window metadata only
8,S2C_A_0004_XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,51,2,world_game_candidate,7780,3,4,722,2037,S2C,70,true,post_s2c,safe packet-window metadata only
8,S2C_A_0004_XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,51,2,world_game_candidate,7780,10,1,706,-9987,S2C,70,true,pre_s2c,safe packet-window metadata only
8,S2C_A_0004_XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,51,2,world_game_candidate,7780,10,2,708,-4987,S2C,21,true,pre_s2c,safe packet-window metadata only
8,S2C_A_0004_XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,51,2,world_game_candidate,7780,10,3,710,-4961,S2C,15,true,pre_s2c,safe packet-window metadata only
8,S2C_A_0004_XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,51,2,world_game_candidate,7780,10,4,712,-3985,S2C,70,true,pre_s2c,safe packet-window metadata only
8,S2C_A_0004_XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,51,2,world_game_candidate,7780,10,5,716,-522,S2C,133,true,near_s2c,safe packet-window metadata only
8,S2C_A_0004_XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,51,2,world_game_candidate,7780,10,6,718,1058,S2C,21,true,post_s2c,safe packet-window metadata only
8,S2C_A_0004_XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,51,2,world_game_candidate,7780,10,7,720,1080,S2C,15,true,post_s2c,safe packet-window metadata only
8,S2C_A_0004_XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,51,2,world_game_candidate,7780,10,8,722,2037,S2C,70,true,post_s2c,safe packet-window metadata only
8,S2C_A_0004_XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,51,2,world_game_candidate,7780,10,9,726,7060,S2C,21,true,post_s2c,safe packet-window metadata only
8,S2C_A_0004_XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,51,2,world_game_candidate,7780,10,10,728,7080,S2C,15,true,post_s2c,safe packet-window metadata only
8,S2C_A_0004_XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,51,2,world_game_candidate,7780,10,11,732,8056,S2C,70,true,post_s2c,safe packet-window metadata only
8,S2C_A_0004_XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,51,2,chat_sidechannel_candidate,10242,10,1,714,-3901,C2S,22,true,pre_c2s,safe packet-window metadata only
8,S2C_A_0004_XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,51,2,chat_sidechannel_candidate,10242,10,2,724,6099,C2S,22,true,post_c2s,safe packet-window metadata only
8,S2C_A_0004_XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,51,2,chat_sidechannel_candidate,10242,10,3,730,7854,S2C,259,true,post_s2c,safe packet-window metadata only
