flow_role,server_port,direction,frame,time,tcp_len,stream_offset_start,stream_offset_end,confidence,reason
world,7780,C2S,331,2026-07-13 21:17:03.933,11,261,272,high,TCP payload stream order metadata only
world,7780,C2S,334,2026-07-13 21:17:04.729,21,272,293,high,TCP payload stream order metadata only
world,7780,C2S,336,2026-07-13 21:17:04.884,17,293,310,high,TCP payload stream order metadata only
world,7780,C2S,338,2026-07-13 21:17:04.914,21,310,331,high,TCP payload stream order metadata only
world,7780,C2S,343,2026-07-13 21:17:04.983,11,331,342,high,TCP payload stream order metadata only
world,7780,C2S,360,2026-07-13 21:17:05.952,12,342,354,high,TCP payload stream order metadata only
world,7780,C2S,362,2026-07-13 21:17:06.001,11,354,365,high,TCP payload stream order metadata only
world,7780,C2S,368,2026-07-13 21:17:06.603,25,365,390,high,TCP payload stream order metadata only
world,7780,C2S,371,2026-07-13 21:17:06.668,8,390,398,high,TCP payload stream order metadata only
world,7780,C2S,373,2026-07-13 21:17:06.676,8,398,406,high,TCP payload stream order metadata only
world,7780,C2S,381,2026-07-13 21:17:07.030,11,406,417,high,TCP payload stream order metadata only
world,7780,C2S,398,2026-07-13 21:17:10.978,12,417,429,high,TCP payload stream order metadata only
world,7780,C2S,439,2026-07-13 21:17:22.096,11,429,440,high,TCP payload stream order metadata only
world,7780,C2S,464,2026-07-13 21:17:37.197,11,440,451,high,TCP payload stream order metadata only
world,7780,C2S,487,2026-07-13 21:17:52.304,11,451,462,high,TCP payload stream order metadata only
world,7780,C2S,510,2026-07-13 21:18:07.406,11,462,473,high,TCP payload stream order metadata only
world,7780,C2S,679,2026-07-13 21:19:57.892,9,473,482,high,TCP payload stream order metadata only
world,7780,C2S,764,2026-07-13 21:21:14.987,7,482,489,high,TCP payload stream order metadata only
world,7780,C2S,816,2026-07-13 21:22:57.946,9,489,498,high,TCP payload stream order metadata only
world,7780,C2S,870,2026-07-13 21:24:30.081,56,498,554,high,TCP payload stream order metadata only
world,7780,C2S,884,2026-07-13 21:25:01.179,7,554,561,high,TCP payload stream order metadata only
world,7780,C2S,888,2026-07-13 21:25:01.239,7,561,568,high,TCP payload stream order metadata only
world,7780,C2S,891,2026-07-13 21:25:01.306,7,568,575,high,TCP payload stream order metadata only
world,7780,C2S,894,2026-07-13 21:25:01.373,7,575,582,high,TCP payload stream order metadata only
world,7780,C2S,897,2026-07-13 21:25:01.440,7,582,589,high,TCP payload stream order metadata only
world,7780,C2S,900,2026-07-13 21:25:01.588,7,589,596,high,TCP payload stream order metadata only
event_side,10242,S2C,352,2026-07-13 21:17:05.087,10,0,10,high,TCP payload stream order metadata only
event_side,10242,S2C,356,2026-07-13 21:17:05.140,12,10,22,high,TCP payload stream order metadata only
event_side,10242,S2C,392,2026-07-13 21:17:08.300,14,22,36,high,TCP payload stream order metadata only
event_side,10242,S2C,394,2026-07-13 21:17:08.321,28,36,64,high,TCP payload stream order metadata only
event_side,10242,S2C,409,2026-07-13 21:17:11.326,14,64,78,high,TCP payload stream order metadata only
event_side,10242,S2C,425,2026-07-13 21:17:17.086,349,78,427,high,TCP payload stream order metadata only
event_side,10242,S2C,427,2026-07-13 21:17:18.329,237,427,664,high,TCP payload stream order metadata only
event_side,10242,S2C,437,2026-07-13 21:17:21.785,89,664,753,high,TCP payload stream order metadata only
event_side,10242,S2C,450,2026-07-13 21:17:29.745,141,753,894,high,TCP payload stream order metadata only
event_side,10242,S2C,456,2026-07-13 21:17:32.104,219,894,1113,high,TCP payload stream order metadata only
event_side,10242,S2C,539,2026-07-13 21:18:25.974,113,1113,1226,high,TCP payload stream order metadata only
event_side,10242,S2C,563,2026-07-13 21:18:43.126,237,1226,1463,high,TCP payload stream order metadata only
event_side,10242,S2C,577,2026-07-13 21:18:50.458,101,1463,1564,high,TCP payload stream order metadata only
event_side,10242,S2C,589,2026-07-13 21:18:58.563,203,1564,1767,high,TCP payload stream order metadata only
event_side,10242,S2C,591,2026-07-13 21:19:00.041,271,1767,2038,high,TCP payload stream order metadata only
event_side,10242,S2C,627,2026-07-13 21:19:21.198,131,2038,2169,high,TCP payload stream order metadata only
event_side,10242,S2C,645,2026-07-13 21:19:33.533,205,2169,2374,high,TCP payload stream order metadata only
event_side,10242,S2C,690,2026-07-13 21:20:03.955,207,2374,2581,high,TCP payload stream order metadata only
event_side,10242,S2C,694,2026-07-13 21:20:06.051,237,2581,2818,high,TCP payload stream order metadata only
event_side,10242,S2C,696,2026-07-13 21:20:06.171,131,2818,2949,high,TCP payload stream order metadata only
event_side,10242,S2C,704,2026-07-13 21:20:08.990,179,2949,3128,high,TCP payload stream order metadata only
event_side,10242,S2C,730,2026-07-13 21:20:26.905,259,3128,3387,high,TCP payload stream order metadata only
event_side,10242,S2C,734,2026-07-13 21:20:29.600,219,3387,3606,high,TCP payload stream order metadata only
event_side,10242,S2C,736,2026-07-13 21:20:29.621,141,3606,3747,high,TCP payload stream order metadata only
event_side,10242,S2C,746,2026-07-13 21:20:38.725,237,3747,3984,high,TCP payload stream order metadata only
event_side,10242,S2C,754,2026-07-13 21:20:55.591,209,3984,4193,high,TCP payload stream order metadata only
event_side,10242,S2C,770,2026-07-13 21:21:34.401,219,4193,4412,high,TCP payload stream order metadata only
event_side,10242,S2C,776,2026-07-13 21:21:39.895,213,4412,4625,high,TCP payload stream order metadata only
event_side,10242,S2C,796,2026-07-13 21:22:15.879,219,4625,4844,high,TCP payload stream order metadata only
event_side,10242,S2C,800,2026-07-13 21:22:26.436,237,4844,5081,high,TCP payload stream order metadata only
event_side,10242,S2C,802,2026-07-13 21:22:33.762,335,5081,5416,high,TCP payload stream order metadata only
event_side,10242,S2C,806,2026-07-13 21:22:44.911,215,5416,5631,high,TCP payload stream order metadata only
event_side,10242,S2C,812,2026-07-13 21:22:48.739,93,5631,5724,high,TCP payload stream order metadata only
event_side,10242,S2C,828,2026-07-13 21:23:06.053,219,5724,5943,high,TCP payload stream order metadata only
event_side,10242,S2C,832,2026-07-13 21:23:19.223,101,5943,6044,high,TCP payload stream order metadata only
event_side,10242,S2C,860,2026-07-13 21:24:17.534,125,6044,6169,high,TCP payload stream order metadata only
event_side,10242,S2C,864,2026-07-13 21:24:26.755,71,6169,6240,high,TCP payload stream order metadata only
event_side,10242,S2C,866,2026-07-13 21:24:27.959,69,6240,6309,high,TCP payload stream order metadata only
event_side,10242,S2C,868,2026-07-13 21:24:28.558,71,6309,6380,high,TCP payload stream order metadata only
event_side,10242,S2C,874,2026-07-13 21:24:31.631,217,6380,6597,high,TCP payload stream order metadata only
event_side,10242,S2C,882,2026-07-13 21:24:58.186,181,6597,6778,high,TCP payload stream order metadata only
event_side,10242,C2S,347,2026-07-13 21:17:05.012,18,0,18,high,TCP payload stream order metadata only
event_side,10242,C2S,354,2026-07-13 21:17:05.087,178,18,196,high,TCP payload stream order metadata only
event_side,10242,C2S,388,2026-07-13 21:17:08.218,150,196,346,high,TCP payload stream order metadata only
event_side,10242,C2S,390,2026-07-13 21:17:08.248,320,346,666,high,TCP payload stream order metadata only
event_side,10242,C2S,407,2026-07-13 21:17:11.276,82,666,748,high,TCP payload stream order metadata only
event_side,10242,C2S,423,2026-07-13 21:17:15.141,22,748,770,high,TCP payload stream order metadata only
event_side,10242,C2S,442,2026-07-13 21:17:25.141,22,770,792,high,TCP payload stream order metadata only
event_side,10242,C2S,462,2026-07-13 21:17:35.141,22,792,814,high,TCP payload stream order metadata only
event_side,10242,C2S,479,2026-07-13 21:17:45.142,22,814,836,high,TCP payload stream order metadata only
event_side,10242,C2S,490,2026-07-13 21:17:55.143,22,836,858,high,TCP payload stream order metadata only
event_side,10242,C2S,508,2026-07-13 21:18:05.144,22,858,880,high,TCP payload stream order metadata only
event_side,10242,C2S,525,2026-07-13 21:18:15.144,22,880,902,high,TCP payload stream order metadata only
event_side,10242,C2S,535,2026-07-13 21:18:25.144,22,902,924,high,TCP payload stream order metadata only
event_side,10242,C2S,555,2026-07-13 21:18:35.145,22,924,946,high,TCP payload stream order metadata only
event_side,10242,C2S,571,2026-07-13 21:18:45.145,22,946,968,high,TCP payload stream order metadata only
event_side,10242,C2S,581,2026-07-13 21:18:55.146,22,968,990,high,TCP payload stream order metadata only
event_side,10242,C2S,601,2026-07-13 21:19:05.146,22,990,1012,high,TCP payload stream order metadata only
event_side,10242,C2S,617,2026-07-13 21:19:15.146,22,1012,1034,high,TCP payload stream order metadata only
event_side,10242,C2S,629,2026-07-13 21:19:25.147,22,1034,1056,high,TCP payload stream order metadata only
event_side,10242,C2S,647,2026-07-13 21:19:35.148,22,1056,1078,high,TCP payload stream order metadata only
event_side,10242,C2S,661,2026-07-13 21:19:45.149,22,1078,1100,high,TCP payload stream order metadata only
event_side,10242,C2S,669,2026-07-13 21:19:55.149,22,1100,1122,high,TCP payload stream order metadata only
event_side,10242,C2S,692,2026-07-13 21:20:05.150,22,1122,1144,high,TCP payload stream order metadata only
event_side,10242,C2S,714,2026-07-13 21:20:15.151,22,1144,1166,high,TCP payload stream order metadata only
event_side,10242,C2S,724,2026-07-13 21:20:25.151,22,1166,1188,high,TCP payload stream order metadata only
event_side,10242,C2S,744,2026-07-13 21:20:35.152,22,1188,1210,high,TCP payload stream order metadata only
event_side,10242,C2S,748,2026-07-13 21:20:45.152,22,1210,1232,high,TCP payload stream order metadata only
event_side,10242,C2S,752,2026-07-13 21:20:55.152,22,1232,1254,high,TCP payload stream order metadata only
event_side,10242,C2S,760,2026-07-13 21:21:05.153,22,1254,1276,high,TCP payload stream order metadata only
event_side,10242,C2S,766,2026-07-13 21:21:15.155,22,1276,1298,high,TCP payload stream order metadata only
event_side,10242,C2S,768,2026-07-13 21:21:25.155,22,1298,1320,high,TCP payload stream order metadata only
event_side,10242,C2S,772,2026-07-13 21:21:35.155,22,1320,1342,high,TCP payload stream order metadata only
event_side,10242,C2S,778,2026-07-13 21:21:45.155,22,1342,1364,high,TCP payload stream order metadata only
event_side,10242,C2S,780,2026-07-13 21:21:55.156,22,1364,1386,high,TCP payload stream order metadata only
event_side,10242,C2S,790,2026-07-13 21:22:05.156,22,1386,1408,high,TCP payload stream order metadata only
event_side,10242,C2S,794,2026-07-13 21:22:15.157,22,1408,1430,high,TCP payload stream order metadata only
event_side,10242,C2S,798,2026-07-13 21:22:25.157,22,1430,1452,high,TCP payload stream order metadata only
event_side,10242,C2S,804,2026-07-13 21:22:35.158,22,1452,1474,high,TCP payload stream order metadata only
event_side,10242,C2S,808,2026-07-13 21:22:45.158,22,1474,1496,high,TCP payload stream order metadata only
event_side,10242,C2S,814,2026-07-13 21:22:55.158,22,1496,1518,high,TCP payload stream order metadata only
event_side,10242,C2S,826,2026-07-13 21:23:05.158,22,1518,1540,high,TCP payload stream order metadata only
event_side,10242,C2S,830,2026-07-13 21:23:15.159,22,1540,1562,high,TCP payload stream order metadata only
event_side,10242,C2S,836,2026-07-13 21:23:25.159,22,1562,1584,high,TCP payload stream order metadata only
event_side,10242,C2S,840,2026-07-13 21:23:35.159,22,1584,1606,high,TCP payload stream order metadata only
event_side,10242,C2S,842,2026-07-13 21:23:45.160,22,1606,1628,high,TCP payload stream order metadata only
event_side,10242,C2S,848,2026-07-13 21:23:55.160,22,1628,1650,high,TCP payload stream order metadata only
event_side,10242,C2S,856,2026-07-13 21:24:05.160,22,1650,1672,high,TCP payload stream order metadata only
event_side,10242,C2S,858,2026-07-13 21:24:15.161,22,1672,1694,high,TCP payload stream order metadata only
event_side,10242,C2S,862,2026-07-13 21:24:25.161,22,1694,1716,high,TCP payload stream order metadata only
event_side,10242,C2S,876,2026-07-13 21:24:35.161,22,1716,1738,high,TCP payload stream order metadata only
event_side,10242,C2S,878,2026-07-13 21:24:45.162,22,1738,1760,high,TCP payload stream order metadata only
event_side,10242,C2S,880,2026-07-13 21:24:55.162,22,1760,1782,high,TCP payload stream order metadata only
event_side,10242,C2S,907,2026-07-13 21:25:05.162,22,1782,1804,high,TCP payload stream order metadata only
