flow_role,server_port,direction,frame,time,seq_start,seq_end,stream_offset_start,stream_offset_end,tcp_len,confidence,reason
world,7780,S2C,637,2026-07-13 21:19:30.722,851327878,851327995,147005,147122,117,high,sequence-correct frame/time to stream-offset mapping
world,7780,S2C,639,2026-07-13 21:19:32.037,851327995,851328016,147122,147143,21,high,sequence-correct frame/time to stream-offset mapping
world,7780,S2C,641,2026-07-13 21:19:32.056,851328016,851328031,147143,147158,15,high,sequence-correct frame/time to stream-offset mapping
world,7780,S2C,643,2026-07-13 21:19:33.039,851328031,851328101,147158,147228,70,high,sequence-correct frame/time to stream-offset mapping
world,7780,S2C,649,2026-07-13 21:19:38.048,851328101,851328122,147228,147249,21,high,sequence-correct frame/time to stream-offset mapping
world,7780,S2C,651,2026-07-13 21:19:38.066,851328122,851328137,147249,147264,15,high,sequence-correct frame/time to stream-offset mapping
world,7780,S2C,653,2026-07-13 21:19:39.038,851328137,851328207,147264,147334,70,high,sequence-correct frame/time to stream-offset mapping
world,7780,S2C,655,2026-07-13 21:19:44.045,851328207,851328228,147334,147355,21,high,sequence-correct frame/time to stream-offset mapping
world,7780,S2C,657,2026-07-13 21:19:44.060,851328228,851328243,147355,147370,15,high,sequence-correct frame/time to stream-offset mapping
world,7780,S2C,659,2026-07-13 21:19:45.042,851328243,851328313,147370,147440,70,high,sequence-correct frame/time to stream-offset mapping
world,7780,S2C,663,2026-07-13 21:19:50.047,851328313,851328334,147440,147461,21,high,sequence-correct frame/time to stream-offset mapping
world,7780,S2C,665,2026-07-13 21:19:50.069,851328334,851328349,147461,147476,15,high,sequence-correct frame/time to stream-offset mapping
world,7780,S2C,667,2026-07-13 21:19:51.040,851328349,851328419,147476,147546,70,high,sequence-correct frame/time to stream-offset mapping
world,7780,S2C,671,2026-07-13 21:19:56.056,851328419,851328440,147546,147567,21,high,sequence-correct frame/time to stream-offset mapping
world,7780,S2C,673,2026-07-13 21:19:56.076,851328440,851328455,147567,147582,15,high,sequence-correct frame/time to stream-offset mapping
world,7780,S2C,675,2026-07-13 21:19:56.901,851328455,851328466,147582,147593,11,high,sequence-correct frame/time to stream-offset mapping
world,7780,S2C,677,2026-07-13 21:19:57.074,851328466,851328536,147593,147663,70,high,sequence-correct frame/time to stream-offset mapping
world,7780,S2C,680,2026-07-13 21:19:57.943,851328536,851328545,147663,147672,9,high,sequence-correct frame/time to stream-offset mapping
world,7780,S2C,682,2026-07-13 21:20:02.069,851328545,851328566,147672,147693,21,high,sequence-correct frame/time to stream-offset mapping
world,7780,S2C,684,2026-07-13 21:20:02.088,851328566,851328581,147693,147708,15,high,sequence-correct frame/time to stream-offset mapping
world,7780,S2C,686,2026-07-13 21:20:03.063,851328581,851328651,147708,147778,70,high,sequence-correct frame/time to stream-offset mapping
world,7780,S2C,688,2026-07-13 21:20:03.082,851328651,851328868,147778,147995,217,high,sequence-correct frame/time to stream-offset mapping
world,7780,S2C,698,2026-07-13 21:20:08.071,851328868,851328889,147995,148016,21,high,sequence-correct frame/time to stream-offset mapping
world,7780,S2C,700,2026-07-13 21:20:08.080,851328889,851328904,148016,148031,15,high,sequence-correct frame/time to stream-offset mapping
world,7780,S2C,702,2026-07-13 21:20:08.124,851328904,851329037,148031,148164,133,high,sequence-correct frame/time to stream-offset mapping
world,7780,S2C,706,2026-07-13 21:20:09.064,851329037,851329107,148164,148234,70,high,sequence-correct frame/time to stream-offset mapping
world,7780,S2C,708,2026-07-13 21:20:14.064,851329107,851329128,148234,148255,21,high,sequence-correct frame/time to stream-offset mapping
world,7780,S2C,710,2026-07-13 21:20:14.091,851329128,851329143,148255,148270,15,high,sequence-correct frame/time to stream-offset mapping
world,7780,S2C,712,2026-07-13 21:20:15.067,851329143,851329213,148270,148340,70,high,sequence-correct frame/time to stream-offset mapping
world,7780,S2C,716,2026-07-13 21:20:18.530,851329213,851329346,148340,148473,133,high,sequence-correct frame/time to stream-offset mapping
world,7780,S2C,718,2026-07-13 21:20:20.110,851329346,851329367,148473,148494,21,high,sequence-correct frame/time to stream-offset mapping
world,7780,S2C,720,2026-07-13 21:20:20.131,851329367,851329382,148494,148509,15,high,sequence-correct frame/time to stream-offset mapping
world,7780,S2C,722,2026-07-13 21:20:21.088,851329382,851329452,148509,148579,70,high,sequence-correct frame/time to stream-offset mapping
world,7780,S2C,726,2026-07-13 21:20:26.111,851329452,851329473,148579,148600,21,high,sequence-correct frame/time to stream-offset mapping
world,7780,S2C,728,2026-07-13 21:20:26.131,851329473,851329488,148600,148615,15,high,sequence-correct frame/time to stream-offset mapping
world,7780,S2C,732,2026-07-13 21:20:27.107,851329488,851329558,148615,148685,70,high,sequence-correct frame/time to stream-offset mapping
world,7780,S2C,738,2026-07-13 21:20:32.108,851329558,851329579,148685,148706,21,high,sequence-correct frame/time to stream-offset mapping
world,7780,S2C,740,2026-07-13 21:20:32.130,851329579,851329594,148706,148721,15,high,sequence-correct frame/time to stream-offset mapping
world,7780,S2C,742,2026-07-13 21:20:33.106,851329594,851329664,148721,148791,70,high,sequence-correct frame/time to stream-offset mapping
world,7780,S2C,750,2026-07-13 21:20:52.842,851329664,851329751,148791,148878,87,high,sequence-correct frame/time to stream-offset mapping
world,7780,S2C,756,2026-07-13 21:21:03.122,851329751,851329782,148878,148909,31,high,sequence-correct frame/time to stream-offset mapping
world,7780,S2C,758,2026-07-13 21:21:03.143,851329782,851329968,148909,149095,186,high,sequence-correct frame/time to stream-offset mapping
world,7780,S2C,762,2026-07-13 21:21:07.387,851329968,851330055,149095,149182,87,high,sequence-correct frame/time to stream-offset mapping
world,7780,S2C,774,2026-07-13 21:21:36.028,851330055,851330158,149182,149285,103,high,sequence-correct frame/time to stream-offset mapping
world,7780,S2C,782,2026-07-13 21:21:58.742,851330158,851330228,149285,149355,70,high,sequence-correct frame/time to stream-offset mapping
world,7780,S2C,784,2026-07-13 21:22:01.021,851330228,851330271,149355,149398,43,high,sequence-correct frame/time to stream-offset mapping
world,7780,S2C,786,2026-07-13 21:22:03.143,851330271,851330302,149398,149429,31,high,sequence-correct frame/time to stream-offset mapping
world,7780,S2C,788,2026-07-13 21:22:03.168,851330302,851330488,149429,149615,186,high,sequence-correct frame/time to stream-offset mapping
world,7780,S2C,791,2026-07-13 21:22:05.160,851330488,851330496,149615,149623,8,high,sequence-correct frame/time to stream-offset mapping
world,7780,S2C,810,2026-07-13 21:22:48.106,851330496,851330599,149623,149726,103,high,sequence-correct frame/time to stream-offset mapping
world,7780,S2C,818,2026-07-13 21:22:57.996,851330599,851330608,149726,149735,9,high,sequence-correct frame/time to stream-offset mapping
world,7780,S2C,820,2026-07-13 21:23:01.911,851330608,851330619,149735,149746,11,high,sequence-correct frame/time to stream-offset mapping
world,7780,S2C,822,2026-07-13 21:23:03.231,851330619,851330650,149746,149777,31,high,sequence-correct frame/time to stream-offset mapping
world,7780,S2C,824,2026-07-13 21:23:03.252,851330650,851330836,149777,149963,186,high,sequence-correct frame/time to stream-offset mapping
world,7780,S2C,834,2026-07-13 21:23:19.724,851330836,851330955,149963,150082,119,high,sequence-correct frame/time to stream-offset mapping
world,7780,S2C,838,2026-07-13 21:23:26.091,851330955,851331074,150082,150201,119,high,sequence-correct frame/time to stream-offset mapping
world,7780,S2C,844,2026-07-13 21:23:46.020,851331074,851331090,150201,150217,16,high,sequence-correct frame/time to stream-offset mapping
world,7780,S2C,846,2026-07-13 21:23:51.687,851331090,851331225,150217,150352,135,high,sequence-correct frame/time to stream-offset mapping
world,7780,S2C,850,2026-07-13 21:23:58.275,851331225,851331360,150352,150487,135,high,sequence-correct frame/time to stream-offset mapping
world,7780,S2C,852,2026-07-13 21:24:03.225,851331360,851331391,150487,150518,31,high,sequence-correct frame/time to stream-offset mapping
world,7780,S2C,854,2026-07-13 21:24:03.246,851331391,851331577,150518,150704,186,high,sequence-correct frame/time to stream-offset mapping
world,7780,S2C,872,2026-07-13 21:24:30.132,851331577,851331640,150704,150767,63,high,sequence-correct frame/time to stream-offset mapping
world,7780,S2C,886,2026-07-13 21:25:01.231,851331640,851331648,150767,150775,8,high,sequence-correct frame/time to stream-offset mapping
world,7780,S2C,889,2026-07-13 21:25:01.290,851331648,851331656,150775,150783,8,high,sequence-correct frame/time to stream-offset mapping
world,7780,S2C,892,2026-07-13 21:25:01.358,851331656,851331664,150783,150791,8,high,sequence-correct frame/time to stream-offset mapping
world,7780,S2C,895,2026-07-13 21:25:01.430,851331664,851331672,150791,150799,8,high,sequence-correct frame/time to stream-offset mapping
world,7780,S2C,898,2026-07-13 21:25:01.496,851331672,851331680,150799,150807,8,high,sequence-correct frame/time to stream-offset mapping
world,7780,S2C,901,2026-07-13 21:25:01.637,851331680,851331719,150807,150846,39,high,sequence-correct frame/time to stream-offset mapping
world,7780,S2C,903,2026-07-13 21:25:03.277,851331719,851331750,150846,150877,31,high,sequence-correct frame/time to stream-offset mapping
world,7780,S2C,905,2026-07-13 21:25:03.298,851331750,851331936,150877,151063,186,high,sequence-correct frame/time to stream-offset mapping
world,7780,S2C,909,2026-07-13 21:25:08.837,851331936,851331952,151063,151079,16,high,sequence-correct frame/time to stream-offset mapping
world,7780,C2S,101,2026-07-13 21:16:57.092,2753554497,2753554521,0,24,24,high,sequence-correct frame/time to stream-offset mapping
world,7780,C2S,103,2026-07-13 21:16:57.122,2753554521,2753554532,24,35,11,high,sequence-correct frame/time to stream-offset mapping
world,7780,C2S,107,2026-07-13 21:16:57.156,2753554532,2753554563,35,66,31,high,sequence-correct frame/time to stream-offset mapping
world,7780,C2S,112,2026-07-13 21:16:57.188,2753554563,2753554635,66,138,72,high,sequence-correct frame/time to stream-offset mapping
world,7780,C2S,117,2026-07-13 21:16:57.238,2753554635,2753554646,138,149,11,high,sequence-correct frame/time to stream-offset mapping
world,7780,C2S,123,2026-07-13 21:16:57.783,2753554646,2753554655,149,158,9,high,sequence-correct frame/time to stream-offset mapping
world,7780,C2S,126,2026-07-13 21:17:00.734,2753554655,2753554662,158,165,7,high,sequence-correct frame/time to stream-offset mapping
world,7780,C2S,129,2026-07-13 21:17:00.794,2753554662,2753554673,165,176,11,high,sequence-correct frame/time to stream-offset mapping
world,7780,C2S,157,2026-07-13 21:17:00.933,2753554673,2753554680,176,183,7,high,sequence-correct frame/time to stream-offset mapping
world,7780,C2S,227,2026-07-13 21:17:01.071,2753554680,2753554688,183,191,8,high,sequence-correct frame/time to stream-offset mapping
world,7780,C2S,229,2026-07-13 21:17:01.084,2753554688,2753554703,191,206,15,high,sequence-correct frame/time to stream-offset mapping
world,7780,C2S,310,2026-07-13 21:17:01.436,2753554703,2753554714,206,217,11,high,sequence-correct frame/time to stream-offset mapping
world,7780,C2S,312,2026-07-13 21:17:01.486,2753554714,2753554743,217,246,29,high,sequence-correct frame/time to stream-offset mapping
world,7780,C2S,317,2026-07-13 21:17:02.410,2753554743,2753554750,246,253,7,high,sequence-correct frame/time to stream-offset mapping
world,7780,C2S,329,2026-07-13 21:17:03.882,2753554750,2753554758,253,261,8,high,sequence-correct frame/time to stream-offset mapping
world,7780,C2S,331,2026-07-13 21:17:03.933,2753554758,2753554769,261,272,11,high,sequence-correct frame/time to stream-offset mapping
world,7780,C2S,334,2026-07-13 21:17:04.729,2753554769,2753554790,272,293,21,high,sequence-correct frame/time to stream-offset mapping
world,7780,C2S,336,2026-07-13 21:17:04.884,2753554790,2753554807,293,310,17,high,sequence-correct frame/time to stream-offset mapping
world,7780,C2S,338,2026-07-13 21:17:04.914,2753554807,2753554828,310,331,21,high,sequence-correct frame/time to stream-offset mapping
world,7780,C2S,343,2026-07-13 21:17:04.983,2753554828,2753554839,331,342,11,high,sequence-correct frame/time to stream-offset mapping
world,7780,C2S,360,2026-07-13 21:17:05.952,2753554839,2753554851,342,354,12,high,sequence-correct frame/time to stream-offset mapping
world,7780,C2S,362,2026-07-13 21:17:06.001,2753554851,2753554862,354,365,11,high,sequence-correct frame/time to stream-offset mapping
world,7780,C2S,368,2026-07-13 21:17:06.603,2753554862,2753554887,365,390,25,high,sequence-correct frame/time to stream-offset mapping
world,7780,C2S,371,2026-07-13 21:17:06.668,2753554887,2753554895,390,398,8,high,sequence-correct frame/time to stream-offset mapping
world,7780,C2S,373,2026-07-13 21:17:06.676,2753554895,2753554903,398,406,8,high,sequence-correct frame/time to stream-offset mapping
world,7780,C2S,381,2026-07-13 21:17:07.030,2753554903,2753554914,406,417,11,high,sequence-correct frame/time to stream-offset mapping
world,7780,C2S,398,2026-07-13 21:17:10.978,2753554914,2753554926,417,429,12,high,sequence-correct frame/time to stream-offset mapping
world,7780,C2S,439,2026-07-13 21:17:22.096,2753560033,2753560044,5536,5547,11,high,sequence-correct frame/time to stream-offset mapping
world,7780,C2S,464,2026-07-13 21:17:37.197,2753560044,2753560055,5547,5558,11,high,sequence-correct frame/time to stream-offset mapping
world,7780,C2S,487,2026-07-13 21:17:52.304,2753560055,2753560066,5558,5569,11,high,sequence-correct frame/time to stream-offset mapping
world,7780,C2S,510,2026-07-13 21:18:07.406,2753560066,2753560077,5569,5580,11,high,sequence-correct frame/time to stream-offset mapping
world,7780,C2S,679,2026-07-13 21:19:57.892,2753560077,2753560086,5580,5589,9,high,sequence-correct frame/time to stream-offset mapping
world,7780,C2S,764,2026-07-13 21:21:14.987,2753560086,2753560093,5589,5596,7,high,sequence-correct frame/time to stream-offset mapping
world,7780,C2S,816,2026-07-13 21:22:57.946,2753560093,2753560102,5596,5605,9,high,sequence-correct frame/time to stream-offset mapping
world,7780,C2S,870,2026-07-13 21:24:30.081,2753560102,2753560158,5605,5661,56,high,sequence-correct frame/time to stream-offset mapping
world,7780,C2S,884,2026-07-13 21:25:01.179,2753560158,2753560165,5661,5668,7,high,sequence-correct frame/time to stream-offset mapping
world,7780,C2S,888,2026-07-13 21:25:01.239,2753560165,2753560172,5668,5675,7,high,sequence-correct frame/time to stream-offset mapping
world,7780,C2S,891,2026-07-13 21:25:01.306,2753560172,2753560179,5675,5682,7,high,sequence-correct frame/time to stream-offset mapping
world,7780,C2S,894,2026-07-13 21:25:01.373,2753560179,2753560186,5682,5689,7,high,sequence-correct frame/time to stream-offset mapping
world,7780,C2S,897,2026-07-13 21:25:01.440,2753560186,2753560193,5689,5696,7,high,sequence-correct frame/time to stream-offset mapping
world,7780,C2S,900,2026-07-13 21:25:01.588,2753560193,2753560200,5696,5703,7,high,sequence-correct frame/time to stream-offset mapping
