function_entry,function_name,op_address,destination_pointer_input1,destination_base_class,offset_or_index,value_width,stored_value_input2,source_relation,classification,local_file
none,none,none,none,none,none,none,none,no non-stack persistent/context STORE found on bounded transitions,no_candidate,C:\AionTools\aion_decoder_agent\outbox\pass659_targeted_native_context_trace\store_inputs.csv
