oracle_id,channel,flow_role,server_port,direction,window_sec,first_frame,last_frame,packet_count,total_bytes,stream_offset_start,stream_offset_end,largest_packet_len,confidence,reason
o016,group,world,7780,S2C,10,846,854,4,487,150217,150704,186,high,oracle stream window metadata only
o016,group,world,7780,C2S,nearest,870,870,1,56,498,554,56,high,oracle stream window metadata only
o016,group,world,7780,C2S,1,,,0,0,,,,high,oracle stream window metadata only
o016,group,world,7780,C2S,3,,,0,0,,,,high,oracle stream window metadata only
o016,group,world,7780,C2S,5,,,0,0,,,,high,oracle stream window metadata only
o016,group,world,7780,C2S,10,,,0,0,,,,high,oracle stream window metadata only
o016,group,event_side,10242,S2C,nearest,860,860,1,125,6044,6169,125,high,oracle stream window metadata only
o016,group,event_side,10242,S2C,1,,,0,0,,,,high,oracle stream window metadata only
o016,group,event_side,10242,S2C,3,,,0,0,,,,high,oracle stream window metadata only
o016,group,event_side,10242,S2C,5,,,0,0,,,,high,oracle stream window metadata only
o016,group,event_side,10242,S2C,10,,,0,0,,,,high,oracle stream window metadata only
o016,group,event_side,10242,C2S,nearest,848,848,1,22,1628,1650,22,high,oracle stream window metadata only
o016,group,event_side,10242,C2S,1,,,0,0,,,,high,oracle stream window metadata only
o016,group,event_side,10242,C2S,3,,,0,0,,,,high,oracle stream window metadata only
o016,group,event_side,10242,C2S,5,848,848,1,22,1628,1650,22,high,oracle stream window metadata only
o016,group,event_side,10242,C2S,10,848,856,2,44,1628,1672,22,high,oracle stream window metadata only
o017,local,world,7780,S2C,nearest,99,99,1,11,0,11,11,high,oracle stream window metadata only
o017,local,world,7780,S2C,1,,,0,0,,,,high,oracle stream window metadata only
o017,local,world,7780,S2C,3,,,0,0,,,,high,oracle stream window metadata only
o017,local,world,7780,S2C,5,,,0,0,,,,high,oracle stream window metadata only
o017,local,world,7780,S2C,10,,,0,0,,,,high,oracle stream window metadata only
o017,local,world,7780,C2S,nearest,101,101,1,24,0,24,24,high,oracle stream window metadata only
o017,local,world,7780,C2S,1,,,0,0,,,,high,oracle stream window metadata only
o017,local,world,7780,C2S,3,,,0,0,,,,high,oracle stream window metadata only
o017,local,world,7780,C2S,5,,,0,0,,,,high,oracle stream window metadata only
o017,local,world,7780,C2S,10,,,0,0,,,,high,oracle stream window metadata only
o017,local,event_side,10242,S2C,nearest,352,352,1,10,0,10,10,high,oracle stream window metadata only
o017,local,event_side,10242,S2C,1,,,0,0,,,,high,oracle stream window metadata only
o017,local,event_side,10242,S2C,3,,,0,0,,,,high,oracle stream window metadata only
o017,local,event_side,10242,S2C,5,,,0,0,,,,high,oracle stream window metadata only
o017,local,event_side,10242,S2C,10,,,0,0,,,,high,oracle stream window metadata only
o017,local,event_side,10242,C2S,nearest,347,347,1,18,0,18,18,high,oracle stream window metadata only
o017,local,event_side,10242,C2S,1,,,0,0,,,,high,oracle stream window metadata only
o017,local,event_side,10242,C2S,3,,,0,0,,,,high,oracle stream window metadata only
o017,local,event_side,10242,C2S,5,,,0,0,,,,high,oracle stream window metadata only
o017,local,event_side,10242,C2S,10,,,0,0,,,,high,oracle stream window metadata only
