flow_id,server_ip,server_port,client_ip,client_port,packets,total_tcp_payload_bytes,s2c_packets,c2s_packets,s2c_payload_bytes,c2s_payload_bytes,first_time,last_time,duration_sec,role_guess,confidence,reason
192.168.178.127:57185<->3.233.158.50:443,3.233.158.50,443,192.168.178.127,57185,1,0,0,1,0,0,2026-07-13 19:28:24.379,2026-07-13 19:28:24.379,0.000,ignored_external_noise,low,not a EuroAion world/chat/login candidate
192.168.178.127:57187<->3.233.158.49:443,3.233.158.49,443,192.168.178.127,57187,1,0,0,1,0,0,2026-07-13 19:28:24.632,2026-07-13 19:28:24.632,0.000,ignored_external_noise,low,not a EuroAion world/chat/login candidate
192.168.178.127:57189<->3.233.158.48:443,3.233.158.48,443,192.168.178.127,57189,1,0,0,1,0,0,2026-07-13 19:28:24.898,2026-07-13 19:28:24.898,0.000,ignored_external_noise,low,not a EuroAion world/chat/login candidate
192.168.178.127:57201<->3.233.158.39:443,3.233.158.39,443,192.168.178.127,57201,1,0,0,1,0,0,2026-07-13 19:28:54.375,2026-07-13 19:28:54.375,0.000,ignored_external_noise,low,not a EuroAion world/chat/login candidate
192.168.178.127:57203<->3.233.158.41:443,3.233.158.41,443,192.168.178.127,57203,1,0,0,1,0,0,2026-07-13 19:28:54.639,2026-07-13 19:28:54.639,0.000,ignored_external_noise,low,not a EuroAion world/chat/login candidate
192.168.178.127:57205<->3.233.158.40:443,3.233.158.40,443,192.168.178.127,57205,1,0,0,1,0,0,2026-07-13 19:28:54.891,2026-07-13 19:28:54.891,0.000,ignored_external_noise,low,not a EuroAion world/chat/login candidate
192.168.178.127:57558<->3.233.158.39:443,3.233.158.39,443,192.168.178.127,57558,1,0,0,1,0,0,2026-07-13 19:29:24.405,2026-07-13 19:29:24.405,0.000,ignored_external_noise,low,not a EuroAion world/chat/login candidate
192.168.178.127:57560<->3.233.158.41:443,3.233.158.41,443,192.168.178.127,57560,1,0,0,1,0,0,2026-07-13 19:29:24.667,2026-07-13 19:29:24.667,0.000,ignored_external_noise,low,not a EuroAion world/chat/login candidate
192.168.178.127:57563<->3.233.158.40:443,3.233.158.40,443,192.168.178.127,57563,1,0,0,1,0,0,2026-07-13 19:29:24.932,2026-07-13 19:29:24.932,0.000,ignored_external_noise,low,not a EuroAion world/chat/login candidate
192.168.178.127:57566<->3.233.158.41:443,3.233.158.41,443,192.168.178.127,57566,1,0,0,1,0,0,2026-07-13 19:29:54.387,2026-07-13 19:29:54.387,0.000,ignored_external_noise,low,not a EuroAion world/chat/login candidate
192.168.178.127:57568<->3.233.158.40:443,3.233.158.40,443,192.168.178.127,57568,1,0,0,1,0,0,2026-07-13 19:29:54.638,2026-07-13 19:29:54.638,0.000,ignored_external_noise,low,not a EuroAion world/chat/login candidate
192.168.178.127:57570<->3.233.158.39:443,3.233.158.39,443,192.168.178.127,57570,1,0,0,1,0,0,2026-07-13 19:29:54.889,2026-07-13 19:29:54.889,0.000,ignored_external_noise,low,not a EuroAion world/chat/login candidate
192.168.178.127:63787<->3.233.158.41:443,3.233.158.41,443,192.168.178.127,63787,1,0,0,1,0,0,2026-07-13 19:30:24.428,2026-07-13 19:30:24.428,0.000,ignored_external_noise,low,not a EuroAion world/chat/login candidate
192.168.178.127:63789<->3.233.158.40:443,3.233.158.40,443,192.168.178.127,63789,1,0,0,1,0,0,2026-07-13 19:30:24.686,2026-07-13 19:30:24.686,0.000,ignored_external_noise,low,not a EuroAion world/chat/login candidate
192.168.178.127:63791<->3.233.158.39:443,3.233.158.39,443,192.168.178.127,63791,1,0,0,1,0,0,2026-07-13 19:30:24.951,2026-07-13 19:30:24.951,0.000,ignored_external_noise,low,not a EuroAion world/chat/login candidate
192.168.178.127:61437<->3.233.158.116:443,3.233.158.116,443,192.168.178.127,61437,1,0,0,1,0,0,2026-07-13 19:30:54.403,2026-07-13 19:30:54.403,0.000,ignored_external_noise,low,not a EuroAion world/chat/login candidate
192.168.178.127:61439<->3.233.158.115:443,3.233.158.115,443,192.168.178.127,61439,1,0,0,1,0,0,2026-07-13 19:30:54.668,2026-07-13 19:30:54.668,0.000,ignored_external_noise,low,not a EuroAion world/chat/login candidate
192.168.178.127:61443<->3.233.158.117:443,3.233.158.117,443,192.168.178.127,61443,1,0,0,1,0,0,2026-07-13 19:30:54.931,2026-07-13 19:30:54.931,0.000,ignored_external_noise,low,not a EuroAion world/chat/login candidate
192.168.178.127:63801<->3.233.158.49:443,3.233.158.49,443,192.168.178.127,63801,1,0,0,1,0,0,2026-07-13 19:31:24.419,2026-07-13 19:31:24.419,0.000,ignored_external_noise,low,not a EuroAion world/chat/login candidate
192.168.178.127:63803<->3.233.158.48:443,3.233.158.48,443,192.168.178.127,63803,1,0,0,1,0,0,2026-07-13 19:31:24.678,2026-07-13 19:31:24.678,0.000,ignored_external_noise,low,not a EuroAion world/chat/login candidate
192.168.178.127:63805<->3.233.158.50:443,3.233.158.50,443,192.168.178.127,63805,1,0,0,1,0,0,2026-07-13 19:31:24.944,2026-07-13 19:31:24.944,0.000,ignored_external_noise,low,not a EuroAion world/chat/login candidate
192.168.178.127:65132<->3.233.158.49:443,3.233.158.49,443,192.168.178.127,65132,1,0,0,1,0,0,2026-07-13 19:31:54.453,2026-07-13 19:31:54.453,0.000,ignored_external_noise,low,not a EuroAion world/chat/login candidate
192.168.178.127:65134<->3.233.158.48:443,3.233.158.48,443,192.168.178.127,65134,1,0,0,1,0,0,2026-07-13 19:31:54.712,2026-07-13 19:31:54.712,0.000,ignored_external_noise,low,not a EuroAion world/chat/login candidate
192.168.178.127:65136<->3.233.158.50:443,3.233.158.50,443,192.168.178.127,65136,1,0,0,1,0,0,2026-07-13 19:31:54.964,2026-07-13 19:31:54.964,0.000,ignored_external_noise,low,not a EuroAion world/chat/login candidate
192.168.178.127:50420<->3.233.158.39:443,3.233.158.39,443,192.168.178.127,50420,1,0,0,1,0,0,2026-07-13 19:32:24.467,2026-07-13 19:32:24.467,0.000,ignored_external_noise,low,not a EuroAion world/chat/login candidate
192.168.178.127:50422<->3.233.158.40:443,3.233.158.40,443,192.168.178.127,50422,1,0,0,1,0,0,2026-07-13 19:32:24.722,2026-07-13 19:32:24.722,0.000,ignored_external_noise,low,not a EuroAion world/chat/login candidate
192.168.178.127:50424<->3.233.158.41:443,3.233.158.41,443,192.168.178.127,50424,1,0,0,1,0,0,2026-07-13 19:32:24.987,2026-07-13 19:32:24.987,0.000,ignored_external_noise,low,not a EuroAion world/chat/login candidate
192.168.178.106:8009<->192.168.178.127:50060,192.168.178.127,50060,192.168.178.106,8009,103,17805,0,0,0,0,2026-07-13 19:24:54.373,2026-07-13 19:32:37.832,463.459,ignored_local_noise,low,not a EuroAion world/chat/login candidate
192.168.178.127:52723<->192.168.178.106:8009,192.168.178.106,8009,192.168.178.127,52723,220,12100,0,0,0,0,2026-07-13 19:23:24.145,2026-07-13 19:32:39.775,555.630,ignored_local_noise,low,not a EuroAion world/chat/login candidate
192.168.178.106:8009<->192.168.178.127:52723,192.168.178.127,52723,192.168.178.106,8009,110,12100,0,0,0,0,2026-07-13 19:23:24.258,2026-07-13 19:32:39.775,555.517,ignored_local_noise,low,not a EuroAion world/chat/login candidate
192.168.178.127:50060<->192.168.178.106:8009,192.168.178.106,8009,192.168.178.127,50060,195,10772,0,0,0,0,2026-07-13 19:24:54.344,2026-07-13 19:32:37.832,463.488,ignored_local_noise,low,not a EuroAion world/chat/login candidate
192.168.178.1:80<->192.168.178.127:56476,192.168.178.127,56476,192.168.178.1,80,5,1993,0,0,0,0,2026-07-13 19:24:48.462,2026-07-13 19:24:48.661,0.199,ignored_local_noise,low,not a EuroAion world/chat/login candidate
192.168.178.1:80<->192.168.178.127:63807,192.168.178.127,63807,192.168.178.1,80,5,1993,0,0,0,0,2026-07-13 19:31:31.156,2026-07-13 19:31:31.169,0.012,ignored_local_noise,low,not a EuroAion world/chat/login candidate
192.168.178.1:80<->192.168.178.127:63808,192.168.178.127,63808,192.168.178.1,80,5,1993,0,0,0,0,2026-07-13 19:31:31.158,2026-07-13 19:31:31.178,0.021,ignored_local_noise,low,not a EuroAion world/chat/login candidate
192.168.178.127:56476<->192.168.178.1:80,192.168.178.1,80,192.168.178.127,56476,6,278,0,0,0,0,2026-07-13 19:24:48.461,2026-07-13 19:24:48.661,0.200,ignored_local_noise,low,not a EuroAion world/chat/login candidate
192.168.178.127:63807<->192.168.178.1:80,192.168.178.1,80,192.168.178.127,63807,6,128,0,0,0,0,2026-07-13 19:31:31.156,2026-07-13 19:31:31.169,0.013,ignored_local_noise,low,not a EuroAion world/chat/login candidate
192.168.178.127:63808<->192.168.178.1:80,192.168.178.1,80,192.168.178.127,63808,6,128,0,0,0,0,2026-07-13 19:31:31.157,2026-07-13 19:31:31.178,0.021,ignored_local_noise,low,not a EuroAion world/chat/login candidate
192.168.178.127:50923<->51.83.147.97:11000,51.83.147.97,11000,192.168.178.127,50923,43,23986,22,21,23975,11,2026-07-13 19:23:28.226,2026-07-13 19:23:28.410,0.184,launcher_or_update_candidate,medium,known auxiliary port 11000 present briefly
192.168.178.127:57875<->51.83.147.97:11000,51.83.147.97,11000,192.168.178.127,57875,30,1676,14,16,1491,185,2026-07-13 19:23:34.225,2026-07-13 19:23:38.363,4.137,launcher_or_update_candidate,medium,known auxiliary port 11000 present briefly
192.168.178.127:50071<->51.83.147.97:2106,51.83.147.97,2106,192.168.178.127,50071,23,778,10,13,506,272,2026-07-13 19:24:59.953,2026-07-13 19:25:05.666,5.714,login_candidate,high,known login port 2106 present
192.168.178.127:50072<->51.83.147.97:7780,51.83.147.97,7780,192.168.178.127,50072,6692,401898,3353,3339,400656,1242,2026-07-13 19:25:05.637,2026-07-13 19:32:40.236,454.599,world_game_candidate,high,EuroAion server IP with long-lived high-volume 7770-7799 TCP flow
